X (Polymer Concentration),Y (Pore Size),Z (Resistance),M (Rejection)
2.862862863,32.14714715,67.82282282,85.60585586
2.872872873,32.15465465,67.76276276,85.6036036
2.882882883,32.16216216,67.7027027,85.60135135
2.892892893,32.16966967,67.64264264,85.5990991
2.902902903,32.17717718,67.58258258,85.59684685
2.912912913,32.18468468,67.52252252,85.59459459
2.922922923,32.19219219,67.46246246,85.59234234
2.932932933,32.1996997,67.4024024,85.59009009
2.942942943,32.20720721,67.34234234,85.58783784
2.952952953,32.21471471,67.28228228,85.58558559
2.962962963,32.22222222,67.22222222,85.58333333
2.972972973,32.22972973,67.16216216,85.58108108
2.982982983,32.23723724,67.1021021,85.57882883
2.992992993,32.24474474,67.04204204,85.57657658
3.003003003,32.25225225,66.98198198,85.57432432
3.013013013,32.25975976,66.92192192,85.57207207
3.023023023,32.26726727,66.86186186,85.56981982
3.033033033,32.27477477,66.8018018,85.56756757
3.043043043,32.28228228,66.74174174,85.56531532
3.053053053,32.28978979,66.68168168,85.56306306
3.063063063,32.2972973,66.62162162,85.56081081
3.073073073,32.3048048,66.56156156,85.55855856
3.083083083,32.31231231,66.5015015,85.55630631
3.093093093,32.31981982,66.44144144,85.55405405
3.103103103,32.32732733,66.38138138,85.5518018
3.113113113,32.33483483,66.32132132,85.54954955
3.123123123,32.34234234,66.26126126,85.5472973
3.133133133,32.34984985,66.2012012,85.54504505
3.143143143,32.35735736,66.14114114,85.54279279
3.153153153,32.36486486,66.08108108,85.54054054
3.163163163,32.37237237,66.02102102,85.53828829
3.173173173,32.37987988,65.96096096,85.53603604
3.183183183,32.38738739,65.9009009,85.53378378
3.193193193,32.39489489,65.84084084,85.53153153
3.203203203,32.4024024,65.78078078,85.52927928
3.213213213,32.40990991,65.72072072,85.52702703
3.223223223,32.41741742,65.66066066,85.52477477
3.233233233,32.42492492,65.6006006,85.52252252
3.243243243,32.43243243,65.54054054,85.52027027
3.253253253,32.43993994,65.48048048,85.51801802
3.263263263,32.44744745,65.42042042,85.51576577
3.273273273,32.45495495,65.36036036,85.51351351
3.283283283,32.46246246,65.3003003,85.51126126
3.293293293,32.46996997,65.24024024,85.50900901
3.303303303,32.47747748,65.18018018,85.50675676
3.313313313,32.48498498,65.12012012,85.5045045
3.323323323,32.49249249,65.06006006,85.50225225
3.333333333,32.5,65,85.5
3.343343343,32.50750751,64.93993994,85.49774775
3.353353353,32.51501502,64.87987988,85.4954955
3.363363363,32.52252252,64.81981982,85.49324324
3.373373373,32.53003003,64.75975976,85.49099099
3.383383383,32.53753754,64.6996997,85.48873874
3.393393393,32.54504505,64.63963964,85.48648649
3.403403403,32.55255255,64.57957958,85.48423423
3.413413413,32.56006006,64.51951952,85.48198198
3.423423423,32.56756757,64.45945946,85.47972973
3.433433433,32.57507508,64.3993994,85.47747748
3.443443443,32.58258258,64.33933934,85.47522523
3.453453453,32.59009009,64.27927928,85.47297297
3.463463463,32.5975976,64.21921922,85.47072072
3.473473473,32.60510511,64.15915916,85.46846847
3.483483483,32.61261261,64.0990991,85.46621622
3.493493493,32.62012012,64.03903904,85.46396396
3.503503504,32.62762763,63.97897898,85.46171171
3.513513514,32.63513514,63.91891892,85.45945946
3.523523524,32.64264264,63.85885886,85.45720721
3.533533534,32.65015015,63.7987988,85.45495495
3.543543544,32.65765766,63.73873874,85.4527027
3.553553554,32.66516517,63.67867868,85.45045045
3.563563564,32.67267267,63.61861862,85.4481982
3.573573574,32.68018018,63.55855856,85.44594595
3.583583584,32.68768769,63.4984985,85.44369369
3.593593594,32.6951952,63.43843844,85.44144144
3.603603604,32.7027027,63.37837838,85.43918919
3.613613614,32.71021021,63.31831832,85.43693694
3.623623624,32.71771772,63.25825826,85.43468468
3.633633634,32.72522523,63.1981982,85.43243243
3.643643644,32.73273273,63.13813814,85.43018018
3.653653654,32.74024024,63.07807808,85.42792793
3.663663664,32.74774775,63.01801802,85.42567568
3.673673674,32.75525526,62.95795796,85.42342342
3.683683684,32.76276276,62.8978979,85.42117117
3.693693694,32.77027027,62.83783784,85.41891892
3.703703704,32.77777778,62.77777778,85.41666667
3.713713714,32.78528529,62.71771772,85.41441441
3.723723724,32.79279279,62.65765766,85.41216216
3.733733734,32.8003003,62.5975976,85.40990991
3.743743744,32.80780781,62.53753754,85.40765766
3.753753754,32.81531532,62.47747748,85.40540541
3.763763764,32.82282282,62.41741742,85.40315315
3.773773774,32.83033033,62.35735736,85.4009009
3.783783784,32.83783784,62.2972973,85.39864865
3.793793794,32.84534535,62.23723724,85.3963964
3.803803804,32.85285285,62.17717718,85.39414414
3.813813814,32.86036036,62.11711712,85.39189189
3.823823824,32.86786787,62.05705706,85.38963964
3.833833834,32.87537538,61.996997,85.38738739
3.843843844,32.88288288,61.93693694,85.38513514
3.853853854,32.89039039,61.87687688,85.38288288
3.863863864,32.8978979,61.81681682,85.38063063
3.873873874,32.90540541,61.75675676,85.37837838
3.883883884,32.91291291,61.6966967,85.37612613
3.893893894,32.92042042,61.63663664,85.37387387
3.903903904,32.92792793,61.57657658,85.37162162
3.913913914,32.93543544,61.51651652,85.36936937
3.923923924,32.94294294,61.45645646,85.36711712
3.933933934,32.95045045,61.3963964,85.36486486
3.943943944,32.95795796,61.33633634,85.36261261
3.953953954,32.96546547,61.27627628,85.36036036
3.963963964,32.97297297,61.21621622,85.35810811
3.973973974,32.98048048,61.15615616,85.35585586
3.983983984,32.98798799,61.0960961,85.3536036
3.993993994,32.9954955,61.03603604,85.35135135
4.004004004,33.003003,60.97597598,85.3490991
4.014014014,33.01051051,60.91591592,85.34684685
4.024024024,33.01801802,60.85585586,85.34459459
4.034034034,33.02552553,60.7957958,85.34234234
4.044044044,33.03303303,60.73573574,85.34009009
4.054054054,33.04054054,60.67567568,85.33783784
4.064064064,33.04804805,60.61561562,85.33558559
4.074074074,33.05555556,60.55555556,85.33333333
4.084084084,33.06306306,60.4954955,85.33108108
4.094094094,33.07057057,60.43543544,85.32882883
4.104104104,33.07807808,60.37537538,85.32657658
4.114114114,33.08558559,60.31531532,85.32432432
4.124124124,33.09309309,60.25525526,85.32207207
4.134134134,33.1006006,60.1951952,85.31981982
4.144144144,33.10810811,60.13513514,85.31756757
4.154154154,33.11561562,60.07507508,85.31531532
4.164164164,33.12312312,60.01501502,85.31306306
4.174174174,33.13063063,59.95495495,85.31081081
4.184184184,33.13813814,59.89489489,85.30855856
4.194194194,33.14564565,59.83483483,85.30630631
4.204204204,33.15315315,59.77477477,85.30405405
4.214214214,33.16066066,59.71471471,85.3018018
4.224224224,33.16816817,59.65465465,85.29954955
4.234234234,33.17567568,59.59459459,85.2972973
4.244244244,33.18318318,59.53453453,85.29504505
4.254254254,33.19069069,59.47447447,85.29279279
4.264264264,33.1981982,59.41441441,85.29054054
4.274274274,33.20570571,59.35435435,85.28828829
4.284284284,33.21321321,59.29429429,85.28603604
4.294294294,33.22072072,59.23423423,85.28378378
4.304304304,33.22822823,59.17417417,85.28153153
4.314314314,33.23573574,59.11411411,85.27927928
4.324324324,33.24324324,59.05405405,85.27702703
4.334334334,33.25075075,58.99399399,85.27477477
4.344344344,33.25825826,58.93393393,85.27252252
4.354354354,33.26576577,58.87387387,85.27027027
4.364364364,33.27327327,58.81381381,85.26801802
4.374374374,33.28078078,58.75375375,85.26576577
4.384384384,33.28828829,58.69369369,85.26351351
4.394394394,33.2957958,58.63363363,85.26126126
4.404404404,33.3033033,58.57357357,85.25900901
4.414414414,33.31081081,58.51351351,85.25675676
4.424424424,33.31831832,58.45345345,85.2545045
4.434434434,33.32582583,58.39339339,85.25225225
4.444444444,33.33333333,58.33333333,85.25
4.454454454,33.34084084,58.27327327,85.24774775
4.464464464,33.34834835,58.21321321,85.2454955
4.474474474,33.35585586,58.15315315,85.24324324
4.484484484,33.36336336,58.09309309,85.24099099
4.494494494,33.37087087,58.03303303,85.23873874
4.504504505,33.37837838,57.97297297,85.23648649
4.514514515,33.38588589,57.91291291,85.23423423
4.524524525,33.39339339,57.85285285,85.23198198
4.534534535,33.4009009,57.79279279,85.22972973
4.544544545,33.40840841,57.73273273,85.22747748
4.554554555,33.41591592,57.67267267,85.22522523
4.564564565,33.42342342,57.61261261,85.22297297
4.574574575,33.43093093,57.55255255,85.22072072
4.584584585,33.43843844,57.49249249,85.21846847
4.594594595,33.44594595,57.43243243,85.21621622
4.604604605,33.45345345,57.37237237,85.21396396
4.614614615,33.46096096,57.31231231,85.21171171
4.624624625,33.46846847,57.25225225,85.20945946
4.634634635,33.47597598,57.19219219,85.20720721
4.644644645,33.48348348,57.13213213,85.20495495
4.654654655,33.49099099,57.07207207,85.2027027
4.664664665,33.4984985,57.01201201,85.20045045
4.674674675,33.50600601,56.95195195,85.1981982
4.684684685,33.51351351,56.89189189,85.19594595
4.694694695,33.52102102,56.83183183,85.19369369
4.704704705,33.52852853,56.77177177,85.19144144
4.714714715,33.53603604,56.71171171,85.18918919
4.724724725,33.54354354,56.65165165,85.18693694
4.734734735,33.55105105,56.59159159,85.18468468
4.744744745,33.55855856,56.53153153,85.18243243
4.754754755,33.56606607,56.47147147,85.18018018
4.764764765,33.57357357,56.41141141,85.17792793
4.774774775,33.58108108,56.35135135,85.17567568
4.784784785,33.58858859,56.29129129,85.17342342
4.794794795,33.5960961,56.23123123,85.17117117
4.804804805,33.6036036,56.17117117,85.16891892
4.814814815,33.61111111,56.11111111,85.16666667
4.824824825,33.61861862,56.05105105,85.16441441
4.834834835,33.62612613,55.99099099,85.16216216
4.844844845,33.63363363,55.93093093,85.15990991
4.854854855,33.64114114,55.87087087,85.15765766
4.864864865,33.64864865,55.81081081,85.15540541
4.874874875,33.65615616,55.75075075,85.15315315
4.884884885,33.66366366,55.69069069,85.1509009
4.894894895,33.67117117,55.63063063,85.14864865
4.904904905,33.67867868,55.57057057,85.1463964
4.914914915,33.68618619,55.51051051,85.14414414
4.924924925,33.69369369,55.45045045,85.14189189
4.934934935,33.7012012,55.39039039,85.13963964
4.944944945,33.70870871,55.33033033,85.13738739
4.954954955,33.71621622,55.27027027,85.13513514
4.964964965,33.72372372,55.21021021,85.13288288
4.974974975,33.73123123,55.15015015,85.13063063
4.984984985,33.73873874,55.09009009,85.12837838
4.994994995,33.74624625,55.03003003,85.12612613
5.005005005,33.75375375,54.96996997,85.12387387
5.015015015,33.76126126,54.90990991,85.12162162
5.025025025,33.76876877,54.84984985,85.11936937
5.035035035,33.77627628,54.78978979,85.11711712
5.045045045,33.78378378,54.72972973,85.11486486
5.055055055,33.79129129,54.66966967,85.11261261
5.065065065,33.7987988,54.60960961,85.11036036
5.075075075,33.80630631,54.54954955,85.10810811
5.085085085,33.81381381,54.48948949,85.10585586
5.095095095,33.82132132,54.42942943,85.1036036
5.105105105,33.82882883,54.36936937,85.10135135
5.115115115,33.83633634,54.30930931,85.0990991
5.125125125,33.84384384,54.24924925,85.09684685
5.135135135,33.85135135,54.18918919,85.09459459
5.145145145,33.85885886,54.12912913,85.09234234
5.155155155,33.86636637,54.06906907,85.09009009
5.165165165,33.87387387,54.00900901,85.08783784
5.175175175,33.88138138,53.94894895,85.08558559
5.185185185,33.88888889,53.88888889,85.08333333
5.195195195,33.8963964,53.82882883,85.08108108
5.205205205,33.9039039,53.76876877,85.07882883
5.215215215,33.91141141,53.70870871,85.07657658
5.225225225,33.91891892,53.64864865,85.07432432
5.235235235,33.92642643,53.58858859,85.07207207
5.245245245,33.93393393,53.52852853,85.06981982
5.255255255,33.94144144,53.46846847,85.06756757
5.265265265,33.94894895,53.40840841,85.06531532
5.275275275,33.95645646,53.34834835,85.06306306
5.285285285,33.96396396,53.28828829,85.06081081
5.295295295,33.97147147,53.22822823,85.05855856
5.305305305,33.97897898,53.16816817,85.05630631
5.315315315,33.98648649,53.10810811,85.05405405
5.325325325,33.99399399,53.04804805,85.0518018
5.335335335,34.0015015,52.98798799,85.04954955
5.345345345,34.00900901,52.92792793,85.0472973
5.355355355,34.01651652,52.86786787,85.04504505
5.365365365,34.02402402,52.80780781,85.04279279
5.375375375,34.03153153,52.74774775,85.04054054
5.385385385,34.03903904,52.68768769,85.03828829
5.395395395,34.04654655,52.62762763,85.03603604
5.405405405,34.05405405,52.56756757,85.03378378
5.415415415,34.06156156,52.50750751,85.03153153
5.425425425,34.06906907,52.44744745,85.02927928
5.435435435,34.07657658,52.38738739,85.02702703
5.445445445,34.08408408,52.32732733,85.02477477
5.455455455,34.09159159,52.26726727,85.02252252
5.465465465,34.0990991,52.20720721,85.02027027
5.475475475,34.10660661,52.14714715,85.01801802
5.485485485,34.11411411,52.08708709,85.01576577
5.495495495,34.12162162,52.02702703,85.01351351
5.505505506,34.12912913,51.96696697,85.01126126
5.515515516,34.13663664,51.90690691,85.00900901
5.525525526,34.14414414,51.84684685,85.00675676
5.535535536,34.15165165,51.78678679,85.0045045
5.545545546,34.15915916,51.72672673,85.00225225
5.555555556,34.16666667,51.66666667,85
5.565565566,34.17417417,51.60660661,84.99774775
5.575575576,34.18168168,51.54654655,84.9954955
5.585585586,34.18918919,51.48648649,84.99324324
5.595595596,34.1966967,51.42642643,84.99099099
5.605605606,34.2042042,51.36636637,84.98873874
5.615615616,34.21171171,51.30630631,84.98648649
5.625625626,34.21921922,51.24624625,84.98423423
5.635635636,34.22672673,51.18618619,84.98198198
5.645645646,34.23423423,51.12612613,84.97972973
5.655655656,34.24174174,51.06606607,84.97747748
5.665665666,34.24924925,51.00600601,84.97522523
5.675675676,34.25675676,50.94594595,84.97297297
5.685685686,34.26426426,50.88588589,84.97072072
5.695695696,34.27177177,50.82582583,84.96846847
5.705705706,34.27927928,50.76576577,84.96621622
5.715715716,34.28678679,50.70570571,84.96396396
5.725725726,34.29429429,50.64564565,84.96171171
5.735735736,34.3018018,50.58558559,84.95945946
5.745745746,34.30930931,50.52552553,84.95720721
5.755755756,34.31681682,50.46546547,84.95495495
5.765765766,34.32432432,50.40540541,84.9527027
5.775775776,34.33183183,50.34534535,84.95045045
5.785785786,34.33933934,50.28528529,84.9481982
5.795795796,34.34684685,50.22522523,84.94594595
5.805805806,34.35435435,50.16516517,84.94369369
5.815815816,34.36186186,50.10510511,84.94144144
