X (Polymer Concentration),Y (Pore Size),Z (Resistance),M (Rejection)
0.49049049,26.44144144,21.04778268,94.43800851
0.500500501,26.45045045,21.03552723,94.43653113
0.510510511,26.45945946,21.02327177,94.43505375
0.520520521,26.46846847,21.01101632,94.43357638
0.530530531,26.47747748,20.99876086,94.432099
0.540540541,26.48648649,20.98650541,94.43062162
0.550550551,26.4954955,20.97424995,94.42914424
0.560560561,26.5045045,20.96199449,94.42766687
0.570570571,26.51351351,20.94973904,94.42618949
0.580580581,26.52252252,20.93748358,94.42471211
0.590590591,26.53153153,20.92522813,94.42323473
0.600600601,26.54054054,20.91297267,94.42175736
0.610610611,26.54954955,20.90071722,94.42027998
0.620620621,26.55855856,20.88846176,94.4188026
0.630630631,26.56756757,20.87620631,94.41732523
0.640640641,26.57657658,20.86395085,94.41584785
0.650650651,26.58558559,20.8516954,94.41437047
0.660660661,26.59459459,20.83943994,94.41289309
0.670670671,26.6036036,20.82718448,94.41141572
0.680680681,26.61261261,20.81492903,94.40993834
0.690690691,26.62162162,20.80267357,94.40846096
0.700700701,26.63063063,20.79041812,94.40698358
0.710710711,26.63963964,20.77816266,94.40550621
0.720720721,26.64864865,20.76590721,94.40402883
0.730730731,26.65765766,20.75365175,94.40255145
0.740740741,26.66666667,20.7413963,94.40107407
0.750750751,26.67567568,20.72914084,94.3995967
0.760760761,26.68468468,20.71688539,94.39811932
0.770770771,26.69369369,20.70462993,94.39664194
0.780780781,26.7027027,20.69237447,94.39516456
0.790790791,26.71171171,20.68011902,94.39368719
0.800800801,26.72072072,20.66786356,94.39220981
0.810810811,26.72972973,20.65560811,94.39073243
0.820820821,26.73873874,20.64335265,94.38925506
0.830830831,26.74774775,20.6310972,94.38777768
0.840840841,26.75675676,20.61884174,94.3863003
0.850850851,26.76576577,20.60658629,94.38482292
0.860860861,26.77477477,20.59433083,94.38334555
0.870870871,26.78378378,20.58207538,94.38186817
0.880880881,26.79279279,20.56981992,94.38039079
0.890890891,26.8018018,20.55756446,94.37891341
0.900900901,26.81081081,20.54530901,94.37743604
0.910910911,26.81981982,20.53305355,94.37595866
0.920920921,26.82882883,20.5207981,94.37448128
0.930930931,26.83783784,20.50854264,94.3730039
0.940940941,26.84684685,20.49628719,94.37152653
0.950950951,26.85585586,20.48403173,94.37004915
0.960960961,26.86486486,20.47177628,94.36857177
0.970970971,26.87387387,20.45952082,94.36709439
0.980980981,26.88288288,20.44726537,94.36561702
0.990990991,26.89189189,20.43500991,94.36413964
1.001001001,26.9009009,20.42275445,94.36266226
1.011011011,26.90990991,20.410499,94.36118488
1.021021021,26.91891892,20.39824354,94.35970751
1.031031031,26.92792793,20.38598809,94.35823013
1.041041041,26.93693694,20.37373263,94.35675275
1.051051051,26.94594595,20.36147718,94.35527538
1.061061061,26.95495495,20.34922172,94.353798
1.071071071,26.96396396,20.33696627,94.35232062
1.081081081,26.97297297,20.32471081,94.35084324
1.091091091,26.98198198,20.31245536,94.34936587
1.101101101,26.99099099,20.3001999,94.34788849
1.111111111,27,20.28794444,94.34641111
1.121121121,27.00900901,20.27568899,94.34493373
1.131131131,27.01801802,20.26343353,94.34345636
1.141141141,27.02702703,20.25117808,94.34197898
1.151151151,27.03603604,20.23892262,94.3405016
1.161161161,27.04504505,20.22666717,94.33902422
1.171171171,27.05405405,20.21441171,94.33754685
1.181181181,27.06306306,20.20215626,94.33606947
1.191191191,27.07207207,20.1899008,94.33459209
1.201201201,27.08108108,20.17764535,94.33311471
1.211211211,27.09009009,20.16538989,94.33163734
1.221221221,27.0990991,20.15313443,94.33015996
1.231231231,27.10810811,20.14087898,94.32868258
1.241241241,27.11711712,20.12862352,94.32720521
1.251251251,27.12612613,20.11636807,94.32572783
1.261261261,27.13513514,20.10411261,94.32425045
1.271271271,27.14414414,20.09185716,94.32277307
1.281281281,27.15315315,20.0796017,94.3212957
1.291291291,27.16216216,20.06734625,94.31981832
1.301301301,27.17117117,20.05509079,94.31834094
1.311311311,27.18018018,20.04283534,94.31686356
1.321321321,27.18918919,20.03057988,94.31538619
1.331331331,27.1981982,20.01832442,94.31390881
1.341341341,27.20720721,20.00606897,94.31243143
1.351351351,27.21621622,19.99381351,94.31095405
1.361361361,27.22522523,19.98155806,94.30947668
1.371371371,27.23423423,19.9693026,94.3079993
1.381381381,27.24324324,19.95704715,94.30652192
1.391391391,27.25225225,19.94479169,94.30504454
1.401401401,27.26126126,19.93253624,94.30356717
1.411411411,27.27027027,19.92028078,94.30208979
1.421421421,27.27927928,19.90802533,94.30061241
1.431431431,27.28828829,19.89576987,94.29913504
1.441441441,27.2972973,19.88351441,94.29765766
1.451451451,27.30630631,19.87125896,94.29618028
1.461461461,27.31531532,19.8590035,94.2947029
1.471471471,27.32432432,19.84674805,94.29322553
1.481481481,27.33333333,19.83449259,94.29174815
1.491491491,27.34234234,19.82223714,94.29027077
1.501501502,27.35135135,19.80998168,94.28879339
1.511511512,27.36036036,19.79772623,94.28731602
1.521521522,27.36936937,19.78547077,94.28583864
1.531531532,27.37837838,19.77321532,94.28436126
1.541541542,27.38738739,19.76095986,94.28288388
1.551551552,27.3963964,19.7487044,94.28140651
1.561561562,27.40540541,19.73644895,94.27992913
1.571571572,27.41441441,19.72419349,94.27845175
1.581581582,27.42342342,19.71193804,94.27697437
1.591591592,27.43243243,19.69968258,94.275497
1.601601602,27.44144144,19.68742713,94.27401962
1.611611612,27.45045045,19.67517167,94.27254224
1.621621622,27.45945946,19.66291622,94.27106486
1.631631632,27.46846847,19.65066076,94.26958749
1.641641642,27.47747748,19.63840531,94.26811011
1.651651652,27.48648649,19.62614985,94.26663273
1.661661662,27.4954955,19.61389439,94.26515536
1.671671672,27.5045045,19.60163894,94.26367798
1.681681682,27.51351351,19.58938348,94.2622006
1.691691692,27.52252252,19.57712803,94.26072322
1.701701702,27.53153153,19.56487257,94.25924585
1.711711712,27.54054054,19.55261712,94.25776847
1.721721722,27.54954955,19.54036166,94.25629109
1.731731732,27.55855856,19.52810621,94.25481371
1.741741742,27.56756757,19.51585075,94.25333634
1.751751752,27.57657658,19.5035953,94.25185896
1.761761762,27.58558559,19.49133984,94.25038158
1.771771772,27.59459459,19.47908438,94.2489042
1.781781782,27.6036036,19.46682893,94.24742683
1.791791792,27.61261261,19.45457347,94.24594945
1.801801802,27.62162162,19.44231802,94.24447207
1.811811812,27.63063063,19.43006256,94.24299469
1.821821822,27.63963964,19.41780711,94.24151732
1.831831832,27.64864865,19.40555165,94.24003994
1.841841842,27.65765766,19.3932962,94.23856256
1.851851852,27.66666667,19.38104074,94.23708519
1.861861862,27.67567568,19.36878529,94.23560781
1.871871872,27.68468468,19.35652983,94.23413043
1.881881882,27.69369369,19.34427437,94.23265305
1.891891892,27.7027027,19.33201892,94.23117568
1.901901902,27.71171171,19.31976346,94.2296983
1.911911912,27.72072072,19.30750801,94.22822092
1.921921922,27.72972973,19.29525255,94.22674354
1.931931932,27.73873874,19.2829971,94.22526617
1.941941942,27.74774775,19.27074164,94.22378879
1.951951952,27.75675676,19.25848619,94.22231141
1.961961962,27.76576577,19.24623073,94.22083403
1.971971972,27.77477477,19.23397528,94.21935666
1.981981982,27.78378378,19.22171982,94.21787928
1.991991992,27.79279279,19.20946436,94.2164019
2.002002002,27.8018018,19.19720891,94.21492452
2.012012012,27.81081081,19.18495345,94.21344715
2.022022022,27.81981982,19.172698,94.21196977
2.032032032,27.82882883,19.16044254,94.21049239
2.042042042,27.83783784,19.14818709,94.20901502
2.052052052,27.84684685,19.13593163,94.20753764
2.062062062,27.85585586,19.12367618,94.20606026
2.072072072,27.86486486,19.11142072,94.20458288
2.082082082,27.87387387,19.09916527,94.20310551
2.092092092,27.88288288,19.08690981,94.20162813
2.102102102,27.89189189,19.07465435,94.20015075
2.112112112,27.9009009,19.0623989,94.19867337
2.122122122,27.90990991,19.05014344,94.197196
2.132132132,27.91891892,19.03788799,94.19571862
2.142142142,27.92792793,19.02563253,94.19424124
2.152152152,27.93693694,19.01337708,94.19276386
2.162162162,27.94594595,19.00112162,94.19128649
2.172172172,27.95495495,18.98886617,94.18980911
2.182182182,27.96396396,18.97661071,94.18833173
2.192192192,27.97297297,18.96435526,94.18685435
2.202202202,27.98198198,18.9520998,94.18537698
2.212212212,27.99099099,18.93984434,94.1838996
2.222222222,28,18.92758889,94.18242222
2.232232232,28.00900901,18.91533343,94.18094484
2.242242242,28.01801802,18.90307798,94.17946747
2.252252252,28.02702703,18.89082252,94.17799009
2.262262262,28.03603604,18.87856707,94.17651271
2.272272272,28.04504505,18.86631161,94.17503534
2.282282282,28.05405405,18.85405616,94.17355796
2.292292292,28.06306306,18.8418007,94.17208058
2.302302302,28.07207207,18.82954525,94.1706032
2.312312312,28.08108108,18.81728979,94.16912583
2.322322322,28.09009009,18.80503433,94.16764845
2.332332332,28.0990991,18.79277888,94.16617107
2.342342342,28.10810811,18.78052342,94.16469369
2.352352352,28.11711712,18.76826797,94.16321632
2.362362362,28.12612613,18.75601251,94.16173894
2.372372372,28.13513514,18.74375706,94.16026156
2.382382382,28.14414414,18.7315016,94.15878418
2.392392392,28.15315315,18.71924615,94.15730681
2.402402402,28.16216216,18.70699069,94.15582943
2.412412412,28.17117117,18.69473524,94.15435205
2.422422422,28.18018018,18.68247978,94.15287467
2.432432432,28.18918919,18.67022432,94.1513973
2.442442442,28.1981982,18.65796887,94.14991992
2.452452452,28.20720721,18.64571341,94.14844254
2.462462462,28.21621622,18.63345796,94.14696517
2.472472472,28.22522523,18.6212025,94.14548779
2.482482482,28.23423423,18.60894705,94.14401041
2.492492492,28.24324324,18.59669159,94.14253303
2.502502503,28.25225225,18.58443614,94.14105566
2.512512513,28.26126126,18.57218068,94.13957828
2.522522523,28.27027027,18.55992523,94.1381009
2.532532533,28.27927928,18.54766977,94.13662352
2.542542543,28.28828829,18.53541431,94.13514615
2.552552553,28.2972973,18.52315886,94.13366877
2.562562563,28.30630631,18.5109034,94.13219139
2.572572573,28.31531532,18.49864795,94.13071401
2.582582583,28.32432432,18.48639249,94.12923664
2.592592593,28.33333333,18.47413704,94.12775926
2.602602603,28.34234234,18.46188158,94.12628188
2.612612613,28.35135135,18.44962613,94.1248045
2.622622623,28.36036036,18.43737067,94.12332713
2.632632633,28.36936937,18.42511522,94.12184975
2.642642643,28.37837838,18.41285976,94.12037237
2.652652653,28.38738739,18.4006043,94.11889499
2.662662663,28.3963964,18.38834885,94.11741762
2.672672673,28.40540541,18.37609339,94.11594024
2.682682683,28.41441441,18.36383794,94.11446286
2.692692693,28.42342342,18.35158248,94.11298549
2.702702703,28.43243243,18.33932703,94.11150811
2.712712713,28.44144144,18.32707157,94.11003073
2.722722723,28.45045045,18.31481612,94.10855335
2.732732733,28.45945946,18.30256066,94.10707598
2.742742743,28.46846847,18.29030521,94.1055986
2.752752753,28.47747748,18.27804975,94.10412122
2.762762763,28.48648649,18.26579429,94.10264384
2.772772773,28.4954955,18.25353884,94.10116647
2.782782783,28.5045045,18.24128338,94.09968909
2.792792793,28.51351351,18.22902793,94.09821171
2.802802803,28.52252252,18.21677247,94.09673433
2.812812813,28.53153153,18.20451702,94.09525696
2.822822823,28.54054054,18.19226156,94.09377958
2.832832833,28.54954955,18.18000611,94.0923022
2.842842843,28.55855856,18.16775065,94.09082482
2.852852853,28.56756757,18.1554952,94.08934745
2.862862863,28.57657658,18.14323974,94.08787007
2.872872873,28.58558559,18.13098428,94.08639269
2.882882883,28.59459459,18.11872883,94.08491532
2.892892893,28.6036036,18.10647337,94.08343794
2.902902903,28.61261261,18.09421792,94.08196056
2.912912913,28.62162162,18.08196246,94.08048318
2.922922923,28.63063063,18.06970701,94.07900581
2.932932933,28.63963964,18.05745155,94.07752843
2.942942943,28.64864865,18.0451961,94.07605105
2.952952953,28.65765766,18.03294064,94.07457367
2.962962963,28.66666667,18.02068519,94.0730963
2.972972973,28.67567568,18.00842973,94.07161892
2.982982983,28.68468468,17.99617427,94.07014154
2.992992993,28.69369369,17.98391882,94.06866416
3.003003003,28.7027027,17.97166336,94.06718679
3.013013013,28.71171171,17.95940791,94.06570941
3.023023023,28.72072072,17.94715245,94.06423203
3.033033033,28.72972973,17.934897,94.06275465
3.043043043,28.73873874,17.92264154,94.06127728
3.053053053,28.74774775,17.91038609,94.0597999
3.063063063,28.75675676,17.89813063,94.05832252
3.073073073,28.76576577,17.88587518,94.05684515
3.083083083,28.77477477,17.87361972,94.05536777
3.093093093,28.78378378,17.86136426,94.05389039
3.103103103,28.79279279,17.84910881,94.05241301
3.113113113,28.8018018,17.83685335,94.05093564
3.123123123,28.81081081,17.8245979,94.04945826
3.133133133,28.81981982,17.81234244,94.04798088
3.143143143,28.82882883,17.80008699,94.0465035
3.153153153,28.83783784,17.78783153,94.04502613
3.163163163,28.84684685,17.77557608,94.04354875
3.173173173,28.85585586,17.76332062,94.04207137
3.183183183,28.86486486,17.75106517,94.04059399
3.193193193,28.87387387,17.73880971,94.03911662
3.203203203,28.88288288,17.72655425,94.03763924
3.213213213,28.89189189,17.7142988,94.03616186
3.223223223,28.9009009,17.70204334,94.03468448
3.233233233,28.90990991,17.68978789,94.03320711
3.243243243,28.91891892,17.67753243,94.03172973
3.253253253,28.92792793,17.66527698,94.03025235
3.263263263,28.93693694,17.65302152,94.02877497
3.273273273,28.94594595,17.64076607,94.0272976
3.283283283,28.95495495,17.62851061,94.02582022
3.293293293,28.96396396,17.61625516,94.02434284
3.303303303,28.97297297,17.6039997,94.02286547
3.313313313,28.98198198,17.59174424,94.02138809
3.323323323,28.99099099,17.57948879,94.01991071
3.333333333,29,17.56723333,94.01843333
3.343343343,29.00900901,17.55497788,94.01695596
3.353353353,29.01801802,17.54272242,94.01547858
3.363363363,29.02702703,17.53046697,94.0140012
3.373373373,29.03603604,17.51821151,94.01252382
3.383383383,29.04504505,17.50595606,94.01104645
3.393393393,29.05405405,17.4937006,94.00956907
3.403403403,29.06306306,17.48144515,94.00809169
3.413413413,29.07207207,17.46918969,94.00661431
3.423423423,29.08108108,17.45693423,94.00513694
3.433433433,29.09009009,17.44467878,94.00365956
3.443443443,29.0990991,17.43242332,94.00218218
3.453453453,29.10810811,17.42016787,94.0007048
3.463463463,29.11711712,17.40791241,93.99922743
3.473473473,29.12612613,17.39565696,93.99775005
3.483483483,29.13513514,17.3834015,93.99627267
3.493493493,29.14414414,17.37114605,93.9947953
3.503503504,29.15315315,17.35889059,93.99331792
3.513513514,29.16216216,17.34663514,93.99184054
3.523523524,29.17117117,17.33437968,93.99036316
3.533533534,29.18018018,17.32212422,93.98888579
3.543543544,29.18918919,17.30986877,93.98740841
3.553553554,29.1981982,17.29761331,93.98593103
3.563563564,29.20720721,17.28535786,93.98445365
3.573573574,29.21621622,17.2731024,93.98297628
3.583583584,29.22522523,17.26084695,93.9814989
3.593593594,29.23423423,17.24859149,93.98002152
3.603603604,29.24324324,17.23633604,93.97854414
3.613613614,29.25225225,17.22408058,93.97706677
3.623623624,29.26126126,17.21182513,93.97558939
3.633633634,29.27027027,17.19956967,93.97411201
3.643643644,29.27927928,17.18731421,93.97263463
3.653653654,29.28828829,17.17505876,93.97115726
3.663663664,29.2972973,17.1628033,93.96967988
3.673673674,29.30630631,17.15054785,93.9682025
3.683683684,29.31531532,17.13829239,93.96672513
3.693693694,29.32432432,17.12603694,93.96524775
3.703703704,29.33333333,17.11378148,93.96377037
3.713713714,29.34234234,17.10152603,93.96229299
3.723723724,29.35135135,17.08927057,93.96081562
3.733733734,29.36036036,17.07701512,93.95933824
3.743743744,29.36936937,17.06475966,93.95786086
3.753753754,29.37837838,17.0525042,93.95638348
3.763763764,29.38738739,17.04024875,93.95490611
3.773773774,29.3963964,17.02799329,93.95342873
3.783783784,29.40540541,17.01573784,93.95195135
3.793793794,29.41441441,17.00348238,93.95047397
3.803803804,29.42342342,16.99122693,93.9489966
3.813813814,29.43243243,16.97897147,93.94751922
3.823823824,29.44144144,16.96671602,93.94604184
3.833833834,29.45045045,16.95446056,93.94456446
3.843843844,29.45945946,16.94220511,93.94308709
3.853853854,29.46846847,16.92994965,93.94160971
3.863863864,29.47747748,16.91769419,93.94013233
3.873873874,29.48648649,16.90543874,93.93865495
3.883883884,29.4954955,16.89318328,93.93717758
3.893893894,29.5045045,16.88092783,93.9357002
3.903903904,29.51351351,16.86867237,93.93422282
3.913913914,29.52252252,16.85641692,93.93274545
3.923923924,29.53153153,16.84416146,93.93126807
3.933933934,29.54054054,16.83190601,93.92979069
3.943943944,29.54954955,16.81965055,93.92831331
3.953953954,29.55855856,16.8073951,93.92683594
3.963963964,29.56756757,16.79513964,93.92535856
3.973973974,29.57657658,16.78288418,93.92388118
3.983983984,29.58558559,16.77062873,93.9224038
3.993993994,29.59459459,16.75837327,93.92092643
4.004004004,29.6036036,16.74611782,93.91944905
4.014014014,29.61261261,16.73386236,93.91797167
4.024024024,29.62162162,16.72160691,93.91649429
4.034034034,29.63063063,16.70935145,93.91501692
4.044044044,29.63963964,16.697096,93.91353954
4.054054054,29.64864865,16.68484054,93.91206216
4.064064064,29.65765766,16.67258509,93.91058478
4.074074074,29.66666667,16.66032963,93.90910741
4.084084084,29.67567568,16.64807417,93.90763003
4.094094094,29.68468468,16.63581872,93.90615265
4.104104104,29.69369369,16.62356326,93.90467528
4.114114114,29.7027027,16.61130781,93.9031979
4.124124124,29.71171171,16.59905235,93.90172052
4.134134134,29.72072072,16.5867969,93.90024314
4.144144144,29.72972973,16.57454144,93.89876577
4.154154154,29.73873874,16.56228599,93.89728839
4.164164164,29.74774775,16.55003053,93.89581101
4.174174174,29.75675676,16.53777508,93.89433363
4.184184184,29.76576577,16.52551962,93.89285626
4.194194194,29.77477477,16.51326416,93.89137888
4.204204204,29.78378378,16.50100871,93.8899015
4.214214214,29.79279279,16.48875325,93.88842412
4.224224224,29.8018018,16.4764978,93.88694675
4.234234234,29.81081081,16.46424234,93.88546937
4.244244244,29.81981982,16.45198689,93.88399199
4.254254254,29.82882883,16.43973143,93.88251461
4.264264264,29.83783784,16.42747598,93.88103724
4.274274274,29.84684685,16.41522052,93.87955986
4.284284284,29.85585586,16.40296507,93.87808248
4.294294294,29.86486486,16.39070961,93.87660511
4.304304304,29.87387387,16.37845415,93.87512773
4.314314314,29.88288288,16.3661987,93.87365035
4.324324324,29.89189189,16.35394324,93.87217297
4.334334334,29.9009009,16.34168779,93.8706956
4.344344344,29.90990991,16.32943233,93.86921822
4.354354354,29.91891892,16.31717688,93.86774084
4.364364364,29.92792793,16.30492142,93.86626346
4.374374374,29.93693694,16.29266597,93.86478609
4.384384384,29.94594595,16.28041051,93.86330871
4.394394394,29.95495495,16.26815506,93.86183133
4.404404404,29.96396396,16.2558996,93.86035395
4.414414414,29.97297297,16.24364414,93.85887658
4.424424424,29.98198198,16.23138869,93.8573992
4.434434434,29.99099099,16.21913323,93.85592182
4.444444444,30,16.20687778,93.85444444
4.454454454,30.00900901,16.19462232,93.85296707
4.464464464,30.01801802,16.18236687,93.85148969
4.474474474,30.02702703,16.17011141,93.85001231
4.484484484,30.03603604,16.15785596,93.84853493
4.494494494,30.04504505,16.1456005,93.84705756
4.504504505,30.05405405,16.13334505,93.84558018
4.514514515,30.06306306,16.12108959,93.8441028
4.524524525,30.07207207,16.10883413,93.84262543
4.534534535,30.08108108,16.09657868,93.84114805
4.544544545,30.09009009,16.08432322,93.83967067
4.554554555,30.0990991,16.07206777,93.83819329
4.564564565,30.10810811,16.05981231,93.83671592
4.574574575,30.11711712,16.04755686,93.83523854
4.584584585,30.12612613,16.0353014,93.83376116
4.594594595,30.13513514,16.02304595,93.83228378
4.604604605,30.14414414,16.01079049,93.83080641
4.614614615,30.15315315,15.99853504,93.82932903
4.624624625,30.16216216,15.98627958,93.82785165
4.634634635,30.17117117,15.97402412,93.82637427
4.644644645,30.18018018,15.96176867,93.8248969
4.654654655,30.18918919,15.94951321,93.82341952
4.664664665,30.1981982,15.93725776,93.82194214
4.674674675,30.20720721,15.9250023,93.82046476
4.684684685,30.21621622,15.91274685,93.81898739
4.694694695,30.22522523,15.90049139,93.81751001
4.704704705,30.23423423,15.88823594,93.81603263
4.714714715,30.24324324,15.87598048,93.81455526
4.724724725,30.25225225,15.86372503,93.81307788
4.734734735,30.26126126,15.85146957,93.8116005
4.744744745,30.27027027,15.83921411,93.81012312
4.754754755,30.27927928,15.82695866,93.80864575
4.764764765,30.28828829,15.8147032,93.80716837
4.774774775,30.2972973,15.80244775,93.80569099
4.784784785,30.30630631,15.79019229,93.80421361
4.794794795,30.31531532,15.77793684,93.80273624
4.804804805,30.32432432,15.76568138,93.80125886
4.814814815,30.33333333,15.75342593,93.79978148
4.824824825,30.34234234,15.74117047,93.7983041
4.834834835,30.35135135,15.72891502,93.79682673
4.844844845,30.36036036,15.71665956,93.79534935
4.854854855,30.36936937,15.7044041,93.79387197
4.864864865,30.37837838,15.69214865,93.79239459
4.874874875,30.38738739,15.67989319,93.79091722
4.884884885,30.3963964,15.66763774,93.78943984
4.894894895,30.40540541,15.65538228,93.78796246
4.904904905,30.41441441,15.64312683,93.78648509
4.914914915,30.42342342,15.63087137,93.78500771
4.924924925,30.43243243,15.61861592,93.78353033
4.934934935,30.44144144,15.60636046,93.78205295
4.944944945,30.45045045,15.59410501,93.78057558
4.954954955,30.45945946,15.58184955,93.7790982
4.964964965,30.46846847,15.56959409,93.77762082
4.974974975,30.47747748,15.55733864,93.77614344
4.984984985,30.48648649,15.54508318,93.77466607
4.994994995,30.4954955,15.53282773,93.77318869
5.005005005,30.5045045,15.52057227,93.77171131
5.015015015,30.51351351,15.50831682,93.77023393
5.025025025,30.52252252,15.49606136,93.76875656
5.035035035,30.53153153,15.48380591,93.76727918
5.045045045,30.54054054,15.47155045,93.7658018
5.055055055,30.54954955,15.45929499,93.76432442
5.065065065,30.55855856,15.44703954,93.76284705
5.075075075,30.56756757,15.43478408,93.76136967
5.085085085,30.57657658,15.42252863,93.75989229
5.095095095,30.58558559,15.41027317,93.75841491
5.105105105,30.59459459,15.39801772,93.75693754
5.115115115,30.6036036,15.38576226,93.75546016
5.125125125,30.61261261,15.37350681,93.75398278
5.135135135,30.62162162,15.36125135,93.75250541
5.145145145,30.63063063,15.3489959,93.75102803
5.155155155,30.63963964,15.33674044,93.74955065
5.165165165,30.64864865,15.32448498,93.74807327
5.175175175,30.65765766,15.31222953,93.7465959
5.185185185,30.66666667,15.29997407,93.74511852
5.195195195,30.67567568,15.28771862,93.74364114
5.205205205,30.68468468,15.27546316,93.74216376
5.215215215,30.69369369,15.26320771,93.74068639
5.225225225,30.7027027,15.25095225,93.73920901
5.235235235,30.71171171,15.2386968,93.73773163
5.245245245,30.72072072,15.22644134,93.73625425
5.255255255,30.72972973,15.21418589,93.73477688
5.265265265,30.73873874,15.20193043,93.7332995
5.275275275,30.74774775,15.18967497,93.73182212
5.285285285,30.75675676,15.17741952,93.73034474
5.295295295,30.76576577,15.16516406,93.72886737
5.305305305,30.77477477,15.15290861,93.72738999
5.315315315,30.78378378,15.14065315,93.72591261
5.325325325,30.79279279,15.1283977,93.72443524
5.335335335,30.8018018,15.11614224,93.72295786
5.345345345,30.81081081,15.10388679,93.72148048
5.355355355,30.81981982,15.09163133,93.7200031
5.365365365,30.82882883,15.07937588,93.71852573
5.375375375,30.83783784,15.06712042,93.71704835
5.385385385,30.84684685,15.05486496,93.71557097
5.395395395,30.85585586,15.04260951,93.71409359
5.405405405,30.86486486,15.03035405,93.71261622
5.415415415,30.87387387,15.0180986,93.71113884
5.425425425,30.88288288,15.00584314,93.70966146
5.435435435,30.89189189,14.99358769,93.70818408
5.445445445,30.9009009,14.98133223,93.70670671
5.455455455,30.90990991,14.96907678,93.70522933
5.465465465,30.91891892,14.95682132,93.70375195
5.475475475,30.92792793,14.94456587,93.70227457
5.485485485,30.93693694,14.93231041,93.7007972
5.495495495,30.94594595,14.92005495,93.69931982
5.505505506,30.95495495,14.9077995,93.69784244
5.515515516,30.96396396,14.89554404,93.69636507
5.525525526,30.97297297,14.88328859,93.69488769
5.535535536,30.98198198,14.87103313,93.69341031
5.545545546,30.99099099,14.85877768,93.69193293
5.555555556,31,14.84652222,93.69045556
5.565565566,31.00900901,14.83426677,93.68897818
5.575575576,31.01801802,14.82201131,93.6875008
5.585585586,31.02702703,14.80975586,93.68602342
5.595595596,31.03603604,14.7975004,93.68454605
5.605605606,31.04504505,14.78524494,93.68306867
5.615615616,31.05405405,14.77298949,93.68159129
5.625625626,31.06306306,14.76073403,93.68011391
5.635635636,31.07207207,14.74847858,93.67863654
5.645645646,31.08108108,14.73622312,93.67715916
5.655655656,31.09009009,14.72396767,93.67568178
5.665665666,31.0990991,14.71171221,93.6742044
5.675675676,31.10810811,14.69945676,93.67272703
5.685685686,31.11711712,14.6872013,93.67124965
5.695695696,31.12612613,14.67494585,93.66977227
5.705705706,31.13513514,14.66269039,93.66829489
5.715715716,31.14414414,14.65043493,93.66681752
5.725725726,31.15315315,14.63817948,93.66534014
5.735735736,31.16216216,14.62592402,93.66386276
5.745745746,31.17117117,14.61366857,93.66238539
5.755755756,31.18018018,14.60141311,93.66090801
5.765765766,31.18918919,14.58915766,93.65943063
5.775775776,31.1981982,14.5769022,93.65795325
5.785785786,31.20720721,14.56464675,93.65647588
5.795795796,31.21621622,14.55239129,93.6549985
5.805805806,31.22522523,14.54013584,93.65352112
