Polymer Concentration,Pore Size,Resistance,Rejection
0.48048048,26.43243243,21.05996997,94.42792793
0.49049049,26.44144144,21.04767768,94.42642643
0.500500501,26.45045045,21.03538539,94.42492492
0.510510511,26.45945946,21.02309309,94.42342342
0.520520521,26.46846847,21.0108008,94.42192192
0.530530531,26.47747748,20.99850851,94.42042042
0.540540541,26.48648649,20.98621622,94.41891892
0.550550551,26.4954955,20.97392392,94.41741742
0.560560561,26.5045045,20.96163163,94.41591592
0.570570571,26.51351351,20.94933934,94.41441441
0.580580581,26.52252252,20.93704705,94.41291291
0.590590591,26.53153153,20.92475475,94.41141141
0.600600601,26.54054054,20.91246246,94.40990991
0.610610611,26.54954955,20.90017017,94.40840841
0.620620621,26.55855856,20.88787788,94.40690691
0.630630631,26.56756757,20.87558559,94.40540541
0.640640641,26.57657658,20.86329329,94.4039039
0.650650651,26.58558559,20.851001,94.4024024
0.660660661,26.59459459,20.83870871,94.4009009
0.670670671,26.6036036,20.82641642,94.3993994
0.680680681,26.61261261,20.81412412,94.3978979
0.690690691,26.62162162,20.80183183,94.3963964
0.700700701,26.63063063,20.78953954,94.39489489
0.710710711,26.63963964,20.77724725,94.39339339
0.720720721,26.64864865,20.76495495,94.39189189
0.730730731,26.65765766,20.75266266,94.39039039
0.740740741,26.66666667,20.74037037,94.38888889
0.750750751,26.67567568,20.72807808,94.38738739
0.760760761,26.68468468,20.71578579,94.38588589
0.770770771,26.69369369,20.70349349,94.38438438
0.780780781,26.7027027,20.6912012,94.38288288
0.790790791,26.71171171,20.67890891,94.38138138
0.800800801,26.72072072,20.66661662,94.37987988
0.810810811,26.72972973,20.65432432,94.37837838
0.820820821,26.73873874,20.64203203,94.37687688
0.830830831,26.74774775,20.62973974,94.37537538
0.840840841,26.75675676,20.61744745,94.37387387
0.850850851,26.76576577,20.60515516,94.37237237
0.860860861,26.77477477,20.59286286,94.37087087
0.870870871,26.78378378,20.58057057,94.36936937
0.880880881,26.79279279,20.56827828,94.36786787
0.890890891,26.8018018,20.55598599,94.36636637
0.900900901,26.81081081,20.54369369,94.36486486
0.910910911,26.81981982,20.5314014,94.36336336
0.920920921,26.82882883,20.51910911,94.36186186
0.930930931,26.83783784,20.50681682,94.36036036
0.940940941,26.84684685,20.49452452,94.35885886
0.950950951,26.85585586,20.48223223,94.35735736
0.960960961,26.86486486,20.46993994,94.35585586
0.970970971,26.87387387,20.45764765,94.35435435
0.980980981,26.88288288,20.44535536,94.35285285
0.990990991,26.89189189,20.43306306,94.35135135
1.001001001,26.9009009,20.42077077,94.34984985
1.011011011,26.90990991,20.40847848,94.34834835
1.021021021,26.91891892,20.39618619,94.34684685
1.031031031,26.92792793,20.38389389,94.34534535
1.041041041,26.93693694,20.3716016,94.34384384
1.051051051,26.94594595,20.35930931,94.34234234
1.061061061,26.95495495,20.34701702,94.34084084
1.071071071,26.96396396,20.33472472,94.33933934
1.081081081,26.97297297,20.32243243,94.33783784
1.091091091,26.98198198,20.31014014,94.33633634
1.101101101,26.99099099,20.29784785,94.33483483
1.111111111,27,20.28555556,94.33333333
1.121121121,27.00900901,20.27326326,94.33183183
1.131131131,27.01801802,20.26097097,94.33033033
1.141141141,27.02702703,20.24867868,94.32882883
1.151151151,27.03603604,20.23638639,94.32732733
1.161161161,27.04504505,20.22409409,94.32582583
1.171171171,27.05405405,20.2118018,94.32432432
1.181181181,27.06306306,20.19950951,94.32282282
1.191191191,27.07207207,20.18721722,94.32132132
1.201201201,27.08108108,20.17492492,94.31981982
1.211211211,27.09009009,20.16263263,94.31831832
1.221221221,27.0990991,20.15034034,94.31681682
1.231231231,27.10810811,20.13804805,94.31531532
1.241241241,27.11711712,20.12575576,94.31381381
1.251251251,27.12612613,20.11346346,94.31231231
1.261261261,27.13513514,20.10117117,94.31081081
1.271271271,27.14414414,20.08887888,94.30930931
1.281281281,27.15315315,20.07658659,94.30780781
1.291291291,27.16216216,20.06429429,94.30630631
1.301301301,27.17117117,20.052002,94.3048048
1.311311311,27.18018018,20.03970971,94.3033033
1.321321321,27.18918919,20.02741742,94.3018018
1.331331331,27.1981982,20.01512513,94.3003003
1.341341341,27.20720721,20.00283283,94.2987988
1.351351351,27.21621622,19.99054054,94.2972973
1.361361361,27.22522523,19.97824825,94.2957958
1.371371371,27.23423423,19.96595596,94.29429429
1.381381381,27.24324324,19.95366366,94.29279279
1.391391391,27.25225225,19.94137137,94.29129129
1.401401401,27.26126126,19.92907908,94.28978979
1.411411411,27.27027027,19.91678679,94.28828829
1.421421421,27.27927928,19.90449449,94.28678679
1.431431431,27.28828829,19.8922022,94.28528529
1.441441441,27.2972973,19.87990991,94.28378378
1.451451451,27.30630631,19.86761762,94.28228228
1.461461461,27.31531532,19.85532533,94.28078078
1.471471471,27.32432432,19.84303303,94.27927928
1.481481481,27.33333333,19.83074074,94.27777778
1.491491491,27.34234234,19.81844845,94.27627628
1.501501502,27.35135135,19.80615616,94.27477477
1.511511512,27.36036036,19.79386386,94.27327327
1.521521522,27.36936937,19.78157157,94.27177177
1.531531532,27.37837838,19.76927928,94.27027027
1.541541542,27.38738739,19.75698699,94.26876877
1.551551552,27.3963964,19.74469469,94.26726727
1.561561562,27.40540541,19.7324024,94.26576577
1.571571572,27.41441441,19.72011011,94.26426426
1.581581582,27.42342342,19.70781782,94.26276276
1.591591592,27.43243243,19.69552553,94.26126126
1.601601602,27.44144144,19.68323323,94.25975976
1.611611612,27.45045045,19.67094094,94.25825826
1.621621622,27.45945946,19.65864865,94.25675676
1.631631632,27.46846847,19.64635636,94.25525526
1.641641642,27.47747748,19.63406406,94.25375375
1.651651652,27.48648649,19.62177177,94.25225225
1.661661662,27.4954955,19.60947948,94.25075075
1.671671672,27.5045045,19.59718719,94.24924925
1.681681682,27.51351351,19.58489489,94.24774775
1.691691692,27.52252252,19.5726026,94.24624625
1.701701702,27.53153153,19.56031031,94.24474474
1.711711712,27.54054054,19.54801802,94.24324324
1.721721722,27.54954955,19.53572573,94.24174174
1.731731732,27.55855856,19.52343343,94.24024024
1.741741742,27.56756757,19.51114114,94.23873874
1.751751752,27.57657658,19.49884885,94.23723724
1.761761762,27.58558559,19.48655656,94.23573574
1.771771772,27.59459459,19.47426426,94.23423423
1.781781782,27.6036036,19.46197197,94.23273273
1.791791792,27.61261261,19.44967968,94.23123123
1.801801802,27.62162162,19.43738739,94.22972973
1.811811812,27.63063063,19.4250951,94.22822823
1.821821822,27.63963964,19.4128028,94.22672673
1.831831832,27.64864865,19.40051051,94.22522523
1.841841842,27.65765766,19.38821822,94.22372372
1.851851852,27.66666667,19.37592593,94.22222222
1.861861862,27.67567568,19.36363363,94.22072072
1.871871872,27.68468468,19.35134134,94.21921922
1.881881882,27.69369369,19.33904905,94.21771772
1.891891892,27.7027027,19.32675676,94.21621622
1.901901902,27.71171171,19.31446446,94.21471471
1.911911912,27.72072072,19.30217217,94.21321321
1.921921922,27.72972973,19.28987988,94.21171171
1.931931932,27.73873874,19.27758759,94.21021021
1.941941942,27.74774775,19.2652953,94.20870871
1.951951952,27.75675676,19.253003,94.20720721
1.961961962,27.76576577,19.24071071,94.20570571
1.971971972,27.77477477,19.22841842,94.2042042
1.981981982,27.78378378,19.21612613,94.2027027
1.991991992,27.79279279,19.20383383,94.2012012
2.002002002,27.8018018,19.19154154,94.1996997
2.012012012,27.81081081,19.17924925,94.1981982
2.022022022,27.81981982,19.16695696,94.1966967
2.032032032,27.82882883,19.15466466,94.1951952
2.042042042,27.83783784,19.14237237,94.19369369
2.052052052,27.84684685,19.13008008,94.19219219
2.062062062,27.85585586,19.11778779,94.19069069
2.072072072,27.86486486,19.1054955,94.18918919
2.082082082,27.87387387,19.0932032,94.18768769
2.092092092,27.88288288,19.08091091,94.18618619
2.102102102,27.89189189,19.06861862,94.18468468
2.112112112,27.9009009,19.05632633,94.18318318
2.122122122,27.90990991,19.04403403,94.18168168
2.132132132,27.91891892,19.03174174,94.18018018
2.142142142,27.92792793,19.01944945,94.17867868
2.152152152,27.93693694,19.00715716,94.17717718
2.162162162,27.94594595,18.99486486,94.17567568
2.172172172,27.95495495,18.98257257,94.17417417
2.182182182,27.96396396,18.97028028,94.17267267
2.192192192,27.97297297,18.95798799,94.17117117
2.202202202,27.98198198,18.9456957,94.16966967
2.212212212,27.99099099,18.9334034,94.16816817
2.222222222,28,18.92111111,94.16666667
2.232232232,28.00900901,18.90881882,94.16516517
2.242242242,28.01801802,18.89652653,94.16366366
2.252252252,28.02702703,18.88423423,94.16216216
2.262262262,28.03603604,18.87194194,94.16066066
2.272272272,28.04504505,18.85964965,94.15915916
2.282282282,28.05405405,18.84735736,94.15765766
2.292292292,28.06306306,18.83506507,94.15615616
2.302302302,28.07207207,18.82277277,94.15465465
2.312312312,28.08108108,18.81048048,94.15315315
2.322322322,28.09009009,18.79818819,94.15165165
2.332332332,28.0990991,18.7858959,94.15015015
2.342342342,28.10810811,18.7736036,94.14864865
2.352352352,28.11711712,18.76131131,94.14714715
2.362362362,28.12612613,18.74901902,94.14564565
2.372372372,28.13513514,18.73672673,94.14414414
2.382382382,28.14414414,18.72443443,94.14264264
2.392392392,28.15315315,18.71214214,94.14114114
2.402402402,28.16216216,18.69984985,94.13963964
2.412412412,28.17117117,18.68755756,94.13813814
2.422422422,28.18018018,18.67526527,94.13663664
2.432432432,28.18918919,18.66297297,94.13513514
2.442442442,28.1981982,18.65068068,94.13363363
2.452452452,28.20720721,18.63838839,94.13213213
2.462462462,28.21621622,18.6260961,94.13063063
2.472472472,28.22522523,18.6138038,94.12912913
2.482482482,28.23423423,18.60151151,94.12762763
2.492492492,28.24324324,18.58921922,94.12612613
2.502502503,28.25225225,18.57692693,94.12462462
2.512512513,28.26126126,18.56463463,94.12312312
2.522522523,28.27027027,18.55234234,94.12162162
2.532532533,28.27927928,18.54005005,94.12012012
2.542542543,28.28828829,18.52775776,94.11861862
2.552552553,28.2972973,18.51546547,94.11711712
2.562562563,28.30630631,18.50317317,94.11561562
2.572572573,28.31531532,18.49088088,94.11411411
2.582582583,28.32432432,18.47858859,94.11261261
2.592592593,28.33333333,18.4662963,94.11111111
2.602602603,28.34234234,18.454004,94.10960961
2.612612613,28.35135135,18.44171171,94.10810811
2.622622623,28.36036036,18.42941942,94.10660661
2.632632633,28.36936937,18.41712713,94.10510511
2.642642643,28.37837838,18.40483483,94.1036036
2.652652653,28.38738739,18.39254254,94.1021021
2.662662663,28.3963964,18.38025025,94.1006006
2.672672673,28.40540541,18.36795796,94.0990991
2.682682683,28.41441441,18.35566567,94.0975976
2.692692693,28.42342342,18.34337337,94.0960961
2.702702703,28.43243243,18.33108108,94.09459459
2.712712713,28.44144144,18.31878879,94.09309309
2.722722723,28.45045045,18.3064965,94.09159159
2.732732733,28.45945946,18.2942042,94.09009009
2.742742743,28.46846847,18.28191191,94.08858859
2.752752753,28.47747748,18.26961962,94.08708709
2.762762763,28.48648649,18.25732733,94.08558559
2.772772773,28.4954955,18.24503504,94.08408408
2.782782783,28.5045045,18.23274274,94.08258258
2.792792793,28.51351351,18.22045045,94.08108108
2.802802803,28.52252252,18.20815816,94.07957958
2.812812813,28.53153153,18.19586587,94.07807808
2.822822823,28.54054054,18.18357357,94.07657658
2.832832833,28.54954955,18.17128128,94.07507508
2.842842843,28.55855856,18.15898899,94.07357357
2.852852853,28.56756757,18.1466967,94.07207207
2.862862863,28.57657658,18.1344044,94.07057057
2.872872873,28.58558559,18.12211211,94.06906907
2.882882883,28.59459459,18.10981982,94.06756757
2.892892893,28.6036036,18.09752753,94.06606607
2.902902903,28.61261261,18.08523524,94.06456456
2.912912913,28.62162162,18.07294294,94.06306306
2.922922923,28.63063063,18.06065065,94.06156156
2.932932933,28.63963964,18.04835836,94.06006006
2.942942943,28.64864865,18.03606607,94.05855856
2.952952953,28.65765766,18.02377377,94.05705706
2.962962963,28.66666667,18.01148148,94.05555556
2.972972973,28.67567568,17.99918919,94.05405405
2.982982983,28.68468468,17.9868969,94.05255255
2.992992993,28.69369369,17.9746046,94.05105105
3.003003003,28.7027027,17.96231231,94.04954955
3.013013013,28.71171171,17.95002002,94.04804805
3.023023023,28.72072072,17.93772773,94.04654655
3.033033033,28.72972973,17.92543544,94.04504505
3.043043043,28.73873874,17.91314314,94.04354354
3.053053053,28.74774775,17.90085085,94.04204204
3.063063063,28.75675676,17.88855856,94.04054054
3.073073073,28.76576577,17.87626627,94.03903904
3.083083083,28.77477477,17.86397397,94.03753754
3.093093093,28.78378378,17.85168168,94.03603604
3.103103103,28.79279279,17.83938939,94.03453453
3.113113113,28.8018018,17.8270971,94.03303303
3.123123123,28.81081081,17.8148048,94.03153153
3.133133133,28.81981982,17.80251251,94.03003003
3.143143143,28.82882883,17.79022022,94.02852853
3.153153153,28.83783784,17.77792793,94.02702703
3.163163163,28.84684685,17.76563564,94.02552553
3.173173173,28.85585586,17.75334334,94.02402402
3.183183183,28.86486486,17.74105105,94.02252252
3.193193193,28.87387387,17.72875876,94.02102102
3.203203203,28.88288288,17.71646647,94.01951952
3.213213213,28.89189189,17.70417417,94.01801802
3.223223223,28.9009009,17.69188188,94.01651652
3.233233233,28.90990991,17.67958959,94.01501502
3.243243243,28.91891892,17.6672973,94.01351351
3.253253253,28.92792793,17.65500501,94.01201201
3.263263263,28.93693694,17.64271271,94.01051051
3.273273273,28.94594595,17.63042042,94.00900901
3.283283283,28.95495495,17.61812813,94.00750751
3.293293293,28.96396396,17.60583584,94.00600601
3.303303303,28.97297297,17.59354354,94.0045045
3.313313313,28.98198198,17.58125125,94.003003
3.323323323,28.99099099,17.56895896,94.0015015
3.333333333,29,17.55666667,94
3.343343343,29.00900901,17.54437437,93.9984985
3.353353353,29.01801802,17.53208208,93.996997
3.363363363,29.02702703,17.51978979,93.9954955
3.373373373,29.03603604,17.5074975,93.99399399
3.383383383,29.04504505,17.49520521,93.99249249
3.393393393,29.05405405,17.48291291,93.99099099
3.403403403,29.06306306,17.47062062,93.98948949
3.413413413,29.07207207,17.45832833,93.98798799
3.423423423,29.08108108,17.44603604,93.98648649
3.433433433,29.09009009,17.43374374,93.98498498
3.443443443,29.0990991,17.42145145,93.98348348
3.453453453,29.10810811,17.40915916,93.98198198
3.463463463,29.11711712,17.39686687,93.98048048
3.473473473,29.12612613,17.38457457,93.97897898
3.483483483,29.13513514,17.37228228,93.97747748
3.493493493,29.14414414,17.35998999,93.97597598
3.503503504,29.15315315,17.3476977,93.97447447
3.513513514,29.16216216,17.33540541,93.97297297
3.523523524,29.17117117,17.32311311,93.97147147
3.533533534,29.18018018,17.31082082,93.96996997
3.543543544,29.18918919,17.29852853,93.96846847
3.553553554,29.1981982,17.28623624,93.96696697
3.563563564,29.20720721,17.27394394,93.96546547
3.573573574,29.21621622,17.26165165,93.96396396
3.583583584,29.22522523,17.24935936,93.96246246
3.593593594,29.23423423,17.23706707,93.96096096
3.603603604,29.24324324,17.22477477,93.95945946
3.613613614,29.25225225,17.21248248,93.95795796
3.623623624,29.26126126,17.20019019,93.95645646
3.633633634,29.27027027,17.1878979,93.95495495
3.643643644,29.27927928,17.17560561,93.95345345
3.653653654,29.28828829,17.16331331,93.95195195
3.663663664,29.2972973,17.15102102,93.95045045
3.673673674,29.30630631,17.13872873,93.94894895
3.683683684,29.31531532,17.12643644,93.94744745
3.693693694,29.32432432,17.11414414,93.94594595
3.703703704,29.33333333,17.10185185,93.94444444
3.713713714,29.34234234,17.08955956,93.94294294
3.723723724,29.35135135,17.07726727,93.94144144
3.733733734,29.36036036,17.06497497,93.93993994
3.743743744,29.36936937,17.05268268,93.93843844
3.753753754,29.37837838,17.04039039,93.93693694
3.763763764,29.38738739,17.0280981,93.93543544
3.773773774,29.3963964,17.01580581,93.93393393
3.783783784,29.40540541,17.00351351,93.93243243
3.793793794,29.41441441,16.99122122,93.93093093
3.803803804,29.42342342,16.97892893,93.92942943
3.813813814,29.43243243,16.96663664,93.92792793
3.823823824,29.44144144,16.95434434,93.92642643
3.833833834,29.45045045,16.94205205,93.92492492
3.843843844,29.45945946,16.92975976,93.92342342
3.853853854,29.46846847,16.91746747,93.92192192
3.863863864,29.47747748,16.90517518,93.92042042
3.873873874,29.48648649,16.89288288,93.91891892
3.883883884,29.4954955,16.88059059,93.91741742
3.893893894,29.5045045,16.8682983,93.91591592
3.903903904,29.51351351,16.85600601,93.91441441
3.913913914,29.52252252,16.84371371,93.91291291
3.923923924,29.53153153,16.83142142,93.91141141
3.933933934,29.54054054,16.81912913,93.90990991
3.943943944,29.54954955,16.80683684,93.90840841
3.953953954,29.55855856,16.79454454,93.90690691
3.963963964,29.56756757,16.78225225,93.90540541
3.973973974,29.57657658,16.76995996,93.9039039
3.983983984,29.58558559,16.75766767,93.9024024
3.993993994,29.59459459,16.74537538,93.9009009
4.004004004,29.6036036,16.73308308,93.8993994
4.014014014,29.61261261,16.72079079,93.8978979
4.024024024,29.62162162,16.7084985,93.8963964
4.034034034,29.63063063,16.69620621,93.89489489
4.044044044,29.63963964,16.68391391,93.89339339
4.054054054,29.64864865,16.67162162,93.89189189
4.064064064,29.65765766,16.65932933,93.89039039
4.074074074,29.66666667,16.64703704,93.88888889
4.084084084,29.67567568,16.63474474,93.88738739
4.094094094,29.68468468,16.62245245,93.88588589
4.104104104,29.69369369,16.61016016,93.88438438
4.114114114,29.7027027,16.59786787,93.88288288
4.124124124,29.71171171,16.58557558,93.88138138
4.134134134,29.72072072,16.57328328,93.87987988
4.144144144,29.72972973,16.56099099,93.87837838
4.154154154,29.73873874,16.5486987,93.87687688
4.164164164,29.74774775,16.53640641,93.87537538
4.174174174,29.75675676,16.52411411,93.87387387
4.184184184,29.76576577,16.51182182,93.87237237
4.194194194,29.77477477,16.49952953,93.87087087
4.204204204,29.78378378,16.48723724,93.86936937
4.214214214,29.79279279,16.47494494,93.86786787
4.224224224,29.8018018,16.46265265,93.86636637
4.234234234,29.81081081,16.45036036,93.86486486
4.244244244,29.81981982,16.43806807,93.86336336
4.254254254,29.82882883,16.42577578,93.86186186
4.264264264,29.83783784,16.41348348,93.86036036
4.274274274,29.84684685,16.40119119,93.85885886
4.284284284,29.85585586,16.3888989,93.85735736
4.294294294,29.86486486,16.37660661,93.85585586
4.304304304,29.87387387,16.36431431,93.85435435
4.314314314,29.88288288,16.35202202,93.85285285
4.324324324,29.89189189,16.33972973,93.85135135
4.334334334,29.9009009,16.32743744,93.84984985
4.344344344,29.90990991,16.31514515,93.84834835
4.354354354,29.91891892,16.30285285,93.84684685
4.364364364,29.92792793,16.29056056,93.84534535
4.374374374,29.93693694,16.27826827,93.84384384
4.384384384,29.94594595,16.26597598,93.84234234
4.394394394,29.95495495,16.25368368,93.84084084
4.404404404,29.96396396,16.24139139,93.83933934
4.414414414,29.97297297,16.2290991,93.83783784
4.424424424,29.98198198,16.21680681,93.83633634
4.434434434,29.99099099,16.20451451,93.83483483
4.444444444,30,16.19222222,93.83333333
4.454454454,30.00900901,16.17992993,93.83183183
4.464464464,30.01801802,16.16763764,93.83033033
4.474474474,30.02702703,16.15534535,93.82882883
4.484484484,30.03603604,16.14305305,93.82732733
4.494494494,30.04504505,16.13076076,93.82582583
4.504504505,30.05405405,16.11846847,93.82432432
4.514514515,30.06306306,16.10617618,93.82282282
4.524524525,30.07207207,16.09388388,93.82132132
4.534534535,30.08108108,16.08159159,93.81981982
4.544544545,30.09009009,16.0692993,93.81831832
4.554554555,30.0990991,16.05700701,93.81681682
4.564564565,30.10810811,16.04471471,93.81531532
4.574574575,30.11711712,16.03242242,93.81381381
4.584584585,30.12612613,16.02013013,93.81231231
4.594594595,30.13513514,16.00783784,93.81081081
4.604604605,30.14414414,15.99554555,93.80930931
4.614614615,30.15315315,15.98325325,93.80780781
4.624624625,30.16216216,15.97096096,93.80630631
4.634634635,30.17117117,15.95866867,93.8048048
4.644644645,30.18018018,15.94637638,93.8033033
4.654654655,30.18918919,15.93408408,93.8018018
4.664664665,30.1981982,15.92179179,93.8003003
4.674674675,30.20720721,15.9094995,93.7987988
4.684684685,30.21621622,15.89720721,93.7972973
4.694694695,30.22522523,15.88491491,93.7957958
4.704704705,30.23423423,15.87262262,93.79429429
4.714714715,30.24324324,15.86033033,93.79279279
4.724724725,30.25225225,15.84803804,93.79129129
4.734734735,30.26126126,15.83574575,93.78978979
4.744744745,30.27027027,15.82345345,93.78828829
4.754754755,30.27927928,15.81116116,93.78678679
4.764764765,30.28828829,15.79886887,93.78528529
4.774774775,30.2972973,15.78657658,93.78378378
4.784784785,30.30630631,15.77428428,93.78228228
4.794794795,30.31531532,15.76199199,93.78078078
4.804804805,30.32432432,15.7496997,93.77927928
4.814814815,30.33333333,15.73740741,93.77777778
4.824824825,30.34234234,15.72511512,93.77627628
4.834834835,30.35135135,15.71282282,93.77477477
4.844844845,30.36036036,15.70053053,93.77327327
4.854854855,30.36936937,15.68823824,93.77177177
4.864864865,30.37837838,15.67594595,93.77027027
4.874874875,30.38738739,15.66365365,93.76876877
4.884884885,30.3963964,15.65136136,93.76726727
4.894894895,30.40540541,15.63906907,93.76576577
4.904904905,30.41441441,15.62677678,93.76426426
4.914914915,30.42342342,15.61448448,93.76276276
4.924924925,30.43243243,15.60219219,93.76126126
4.934934935,30.44144144,15.5898999,93.75975976
4.944944945,30.45045045,15.57760761,93.75825826
4.954954955,30.45945946,15.56531532,93.75675676
4.964964965,30.46846847,15.55302302,93.75525526
4.974974975,30.47747748,15.54073073,93.75375375
4.984984985,30.48648649,15.52843844,93.75225225
4.994994995,30.4954955,15.51614615,93.75075075
5.005005005,30.5045045,15.50385385,93.74924925
5.015015015,30.51351351,15.49156156,93.74774775
5.025025025,30.52252252,15.47926927,93.74624625
5.035035035,30.53153153,15.46697698,93.74474474
5.045045045,30.54054054,15.45468468,93.74324324
5.055055055,30.54954955,15.44239239,93.74174174
5.065065065,30.55855856,15.4301001,93.74024024
5.075075075,30.56756757,15.41780781,93.73873874
5.085085085,30.57657658,15.40551552,93.73723724
5.095095095,30.58558559,15.39322322,93.73573574
5.105105105,30.59459459,15.38093093,93.73423423
5.115115115,30.6036036,15.36863864,93.73273273
5.125125125,30.61261261,15.35634635,93.73123123
5.135135135,30.62162162,15.34405405,93.72972973
5.145145145,30.63063063,15.33176176,93.72822823
5.155155155,30.63963964,15.31946947,93.72672673
5.165165165,30.64864865,15.30717718,93.72522523
5.175175175,30.65765766,15.29488488,93.72372372
5.185185185,30.66666667,15.28259259,93.72222222
5.195195195,30.67567568,15.2703003,93.72072072
5.205205205,30.68468468,15.25800801,93.71921922
5.215215215,30.69369369,15.24571572,93.71771772
5.225225225,30.7027027,15.23342342,93.71621622
5.235235235,30.71171171,15.22113113,93.71471471
5.245245245,30.72072072,15.20883884,93.71321321
5.255255255,30.72972973,15.19654655,93.71171171
5.265265265,30.73873874,15.18425425,93.71021021
5.275275275,30.74774775,15.17196196,93.70870871
5.285285285,30.75675676,15.15966967,93.70720721
5.295295295,30.76576577,15.14737738,93.70570571
5.305305305,30.77477477,15.13508509,93.7042042
5.315315315,30.78378378,15.12279279,93.7027027
5.325325325,30.79279279,15.1105005,93.7012012
5.335335335,30.8018018,15.09820821,93.6996997
5.345345345,30.81081081,15.08591592,93.6981982
5.355355355,30.81981982,15.07362362,93.6966967
5.365365365,30.82882883,15.06133133,93.6951952
5.375375375,30.83783784,15.04903904,93.69369369
5.385385385,30.84684685,15.03674675,93.69219219
5.395395395,30.85585586,15.02445445,93.69069069
5.405405405,30.86486486,15.01216216,93.68918919
5.415415415,30.87387387,14.99986987,93.68768769
5.425425425,30.88288288,14.98757758,93.68618619
5.435435435,30.89189189,14.97528529,93.68468468
5.445445445,30.9009009,14.96299299,93.68318318
5.455455455,30.90990991,14.9507007,93.68168168
5.465465465,30.91891892,14.93840841,93.68018018
5.475475475,30.92792793,14.92611612,93.67867868
5.485485485,30.93693694,14.91382382,93.67717718
5.495495495,30.94594595,14.90153153,93.67567568
5.505505506,30.95495495,14.88923924,93.67417417
5.515515516,30.96396396,14.87694695,93.67267267
5.525525526,30.97297297,14.86465465,93.67117117
5.535535536,30.98198198,14.85236236,93.66966967
5.545545546,30.99099099,14.84007007,93.66816817
5.555555556,31,14.82777778,93.66666667
5.565565566,31.00900901,14.81548549,93.66516517
5.575575576,31.01801802,14.80319319,93.66366366
5.585585586,31.02702703,14.7909009,93.66216216
5.595595596,31.03603604,14.77860861,93.66066066
5.605605606,31.04504505,14.76631632,93.65915916
5.615615616,31.05405405,14.75402402,93.65765766
5.625625626,31.06306306,14.74173173,93.65615616
5.635635636,31.07207207,14.72943944,93.65465465
5.645645646,31.08108108,14.71714715,93.65315315
5.655655656,31.09009009,14.70485485,93.65165165
5.665665666,31.0990991,14.69256256,93.65015015
5.675675676,31.10810811,14.68027027,93.64864865
5.685685686,31.11711712,14.66797798,93.64714715
5.695695696,31.12612613,14.65568569,93.64564565
5.705705706,31.13513514,14.64339339,93.64414414
5.715715716,31.14414414,14.6311011,93.64264264
5.725725726,31.15315315,14.61880881,93.64114114
5.735735736,31.16216216,14.60651652,93.63963964
5.745745746,31.17117117,14.59422422,93.63813814
5.755755756,31.18018018,14.58193193,93.63663664
5.765765766,31.18918919,14.56963964,93.63513514
5.775775776,31.1981982,14.55734735,93.63363363
5.785785786,31.20720721,14.54505506,93.63213213
5.795795796,31.21621622,14.53276276,93.63063063
5.805805806,31.22522523,14.52047047,93.62912913
5.815815816,31.23423423,14.50817818,93.62762763
5.825825826,31.24324324,14.49588589,93.62612613
