Polymer Concentration,Pore Size,Resistance,Rejection,Flux
0.215215215,11.53443443,19.43943944,91.95695696,14.64734735
0.22022022,11.53523524,19.42872873,91.95595596,14.64844845
0.225225225,11.53603604,19.41801802,91.95495495,14.64954955
0.23023023,11.53683684,19.40730731,91.95395395,14.65065065
0.235235235,11.53763764,19.3965966,91.95295295,14.65175175
0.24024024,11.53843844,19.38588589,91.95195195,14.65285285
0.245245245,11.53923924,19.37517518,91.95095095,14.65395395
0.25025025,11.54004004,19.36446446,91.94994995,14.65505506
0.255255255,11.54084084,19.35375375,91.94894895,14.65615616
0.26026026,11.54164164,19.34304304,91.94794795,14.65725726
0.265265265,11.54244244,19.33233233,91.94694695,14.65835836
0.27027027,11.54324324,19.32162162,91.94594595,14.65945946
0.275275275,11.54404404,19.31091091,91.94494494,14.66056056
0.28028028,11.54484484,19.3002002,91.94394394,14.66166166
0.285285285,11.54564565,19.28948949,91.94294294,14.66276276
0.29029029,11.54644645,19.27877878,91.94194194,14.66386386
0.295295295,11.54724725,19.26806807,91.94094094,14.66496496
0.3003003,11.54804805,19.25735736,91.93993994,14.66606607
0.305305305,11.54884885,19.24664665,91.93893894,14.66716717
0.31031031,11.54964965,19.23593594,91.93793794,14.66826827
0.315315315,11.55045045,19.22522523,91.93693694,14.66936937
0.32032032,11.55125125,19.21451451,91.93593594,14.67047047
0.325325325,11.55205205,19.2038038,91.93493493,14.67157157
0.33033033,11.55285285,19.19309309,91.93393393,14.67267267
0.335335335,11.55365365,19.18238238,91.93293293,14.67377377
0.34034034,11.55445445,19.17167167,91.93193193,14.67487487
0.345345345,11.55525526,19.16096096,91.93093093,14.67597598
0.35035035,11.55605606,19.15025025,91.92992993,14.67707708
0.355355355,11.55685686,19.13953954,91.92892893,14.67817818
0.36036036,11.55765766,19.12882883,91.92792793,14.67927928
0.365365365,11.55845846,19.11811812,91.92692693,14.68038038
0.37037037,11.55925926,19.10740741,91.92592593,14.68148148
0.375375375,11.56006006,19.0966967,91.92492492,14.68258258
0.38038038,11.56086086,19.08598599,91.92392392,14.68368368
0.385385385,11.56166166,19.07527528,91.92292292,14.68478478
0.39039039,11.56246246,19.06456456,91.92192192,14.68588589
0.395395395,11.56326326,19.05385385,91.92092092,14.68698699
0.4004004,11.56406406,19.04314314,91.91991992,14.68808809
0.405405405,11.56486486,19.03243243,91.91891892,14.68918919
0.41041041,11.56566567,19.02172172,91.91791792,14.69029029
0.415415415,11.56646647,19.01101101,91.91691692,14.69139139
0.42042042,11.56726727,19.0003003,91.91591592,14.69249249
0.425425425,11.56806807,18.98958959,91.91491491,14.69359359
0.43043043,11.56886887,18.97887888,91.91391391,14.69469469
0.435435435,11.56966967,18.96816817,91.91291291,14.6957958
0.44044044,11.57047047,18.95745746,91.91191191,14.6968969
0.445445445,11.57127127,18.94674675,91.91091091,14.697998
0.45045045,11.57207207,18.93603604,91.90990991,14.6990991
0.455455455,11.57287287,18.92532533,91.90890891,14.7002002
0.46046046,11.57367367,18.91461461,91.90790791,14.7013013
0.465465465,11.57447447,18.9039039,91.90690691,14.7024024
0.47047047,11.57527528,18.89319319,91.90590591,14.7035035
0.475475475,11.57607608,18.88248248,91.9049049,14.7046046
0.48048048,11.57687688,18.87177177,91.9039039,14.70570571
0.485485485,11.57767768,18.86106106,91.9029029,14.70680681
0.49049049,11.57847848,18.85035035,91.9019019,14.70790791
0.495495495,11.57927928,18.83963964,91.9009009,14.70900901
0.500500501,11.58008008,18.82892893,91.8998999,14.71011011
0.505505506,11.58088088,18.81821822,91.8988989,14.71121121
0.510510511,11.58168168,18.80750751,91.8978979,14.71231231
0.515515516,11.58248248,18.7967968,91.8968969,14.71341341
0.520520521,11.58328328,18.78608609,91.8958959,14.71451451
0.525525526,11.58408408,18.77537538,91.89489489,14.71561562
0.530530531,11.58488488,18.76466466,91.89389389,14.71671672
0.535535536,11.58568569,18.75395395,91.89289289,14.71781782
0.540540541,11.58648649,18.74324324,91.89189189,14.71891892
0.545545546,11.58728729,18.73253253,91.89089089,14.72002002
0.550550551,11.58808809,18.72182182,91.88988989,14.72112112
0.555555556,11.58888889,18.71111111,91.88888889,14.72222222
0.560560561,11.58968969,18.7004004,91.88788789,14.72332332
0.565565566,11.59049049,18.68968969,91.88688689,14.72442442
0.570570571,11.59129129,18.67897898,91.88588589,14.72552553
0.575575576,11.59209209,18.66826827,91.88488488,14.72662663
0.580580581,11.59289289,18.65755756,91.88388388,14.72772773
0.585585586,11.59369369,18.64684685,91.88288288,14.72882883
0.590590591,11.59449449,18.63613614,91.88188188,14.72992993
0.595595596,11.5952953,18.62542543,91.88088088,14.73103103
0.600600601,11.5960961,18.61471471,91.87987988,14.73213213
0.605605606,11.5968969,18.604004,91.87887888,14.73323323
0.610610611,11.5976977,18.59329329,91.87787788,14.73433433
0.615615616,11.5984985,18.58258258,91.87687688,14.73543544
0.620620621,11.5992993,18.57187187,91.87587588,14.73653654
0.625625626,11.6001001,18.56116116,91.87487487,14.73763764
0.630630631,11.6009009,18.55045045,91.87387387,14.73873874
0.635635636,11.6017017,18.53973974,91.87287287,14.73983984
0.640640641,11.6025025,18.52902903,91.87187187,14.74094094
0.645645646,11.6033033,18.51831832,91.87087087,14.74204204
0.650650651,11.6041041,18.50760761,91.86986987,14.74314314
0.655655656,11.6049049,18.4968969,91.86886887,14.74424424
0.660660661,11.60570571,18.48618619,91.86786787,14.74534535
0.665665666,11.60650651,18.47547548,91.86686687,14.74644645
0.670670671,11.60730731,18.46476476,91.86586587,14.74754755
0.675675676,11.60810811,18.45405405,91.86486486,14.74864865
0.680680681,11.60890891,18.44334334,91.86386386,14.74974975
0.685685686,11.60970971,18.43263263,91.86286286,14.75085085
0.690690691,11.61051051,18.42192192,91.86186186,14.75195195
0.695695696,11.61131131,18.41121121,91.86086086,14.75305305
0.700700701,11.61211211,18.4005005,91.85985986,14.75415415
0.705705706,11.61291291,18.38978979,91.85885886,14.75525526
0.710710711,11.61371371,18.37907908,91.85785786,14.75635636
0.715715716,11.61451451,18.36836837,91.85685686,14.75745746
0.720720721,11.61531532,18.35765766,91.85585586,14.75855856
0.725725726,11.61611612,18.34694695,91.85485485,14.75965966
0.730730731,11.61691692,18.33623624,91.85385385,14.76076076
0.735735736,11.61771772,18.32552553,91.85285285,14.76186186
0.740740741,11.61851852,18.31481481,91.85185185,14.76296296
0.745745746,11.61931932,18.3041041,91.85085085,14.76406406
0.750750751,11.62012012,18.29339339,91.84984985,14.76516517
0.755755756,11.62092092,18.28268268,91.84884885,14.76626627
0.760760761,11.62172172,18.27197197,91.84784785,14.76736737
0.765765766,11.62252252,18.26126126,91.84684685,14.76846847
0.770770771,11.62332332,18.25055055,91.84584585,14.76956957
0.775775776,11.62412412,18.23983984,91.84484484,14.77067067
0.780780781,11.62492492,18.22912913,91.84384384,14.77177177
0.785785786,11.62572573,18.21841842,91.84284284,14.77287287
0.790790791,11.62652653,18.20770771,91.84184184,14.77397397
0.795795796,11.62732733,18.196997,91.84084084,14.77507508
0.800800801,11.62812813,18.18628629,91.83983984,14.77617618
0.805805806,11.62892893,18.17557558,91.83883884,14.77727728
0.810810811,11.62972973,18.16486486,91.83783784,14.77837838
0.815815816,11.63053053,18.15415415,91.83683684,14.77947948
0.820820821,11.63133133,18.14344344,91.83583584,14.78058058
0.825825826,11.63213213,18.13273273,91.83483483,14.78168168
0.830830831,11.63293293,18.12202202,91.83383383,14.78278278
0.835835836,11.63373373,18.11131131,91.83283283,14.78388388
0.840840841,11.63453453,18.1006006,91.83183183,14.78498498
0.845845846,11.63533534,18.08988989,91.83083083,14.78608609
0.850850851,11.63613614,18.07917918,91.82982983,14.78718719
0.855855856,11.63693694,18.06846847,91.82882883,14.78828829
0.860860861,11.63773774,18.05775776,91.82782783,14.78938939
0.865865866,11.63853854,18.04704705,91.82682683,14.79049049
0.870870871,11.63933934,18.03633634,91.82582583,14.79159159
0.875875876,11.64014014,18.02562563,91.82482482,14.79269269
0.880880881,11.64094094,18.01491491,91.82382382,14.79379379
0.885885886,11.64174174,18.0042042,91.82282282,14.79489489
0.890890891,11.64254254,17.99349349,91.82182182,14.795996
0.895895896,11.64334334,17.98278278,91.82082082,14.7970971
0.900900901,11.64414414,17.97207207,91.81981982,14.7981982
0.905905906,11.64494494,17.96136136,91.81881882,14.7992993
0.910910911,11.64574575,17.95065065,91.81781782,14.8004004
0.915915916,11.64654655,17.93993994,91.81681682,14.8015015
0.920920921,11.64734735,17.92922923,91.81581582,14.8026026
0.925925926,11.64814815,17.91851852,91.81481481,14.8037037
0.930930931,11.64894895,17.90780781,91.81381381,14.8048048
0.935935936,11.64974975,17.8970971,91.81281281,14.80590591
0.940940941,11.65055055,17.88638639,91.81181181,14.80700701
0.945945946,11.65135135,17.87567568,91.81081081,14.80810811
0.950950951,11.65215215,17.86496496,91.80980981,14.80920921
0.955955956,11.65295295,17.85425425,91.80880881,14.81031031
0.960960961,11.65375375,17.84354354,91.80780781,14.81141141
0.965965966,11.65455455,17.83283283,91.80680681,14.81251251
0.970970971,11.65535536,17.82212212,91.80580581,14.81361361
0.975975976,11.65615616,17.81141141,91.8048048,14.81471471
0.980980981,11.65695696,17.8007007,91.8038038,14.81581582
0.985985986,11.65775776,17.78998999,91.8028028,14.81691692
0.990990991,11.65855856,17.77927928,91.8018018,14.81801802
0.995995996,11.65935936,17.76856857,91.8008008,14.81911912
1.001001001,11.66016016,17.75785786,91.7997998,14.82022022
1.006006006,11.66096096,17.74714715,91.7987988,14.82132132
1.011011011,11.66176176,17.73643644,91.7977978,14.82242242
1.016016016,11.66256256,17.72572573,91.7967968,14.82352352
1.021021021,11.66336336,17.71501502,91.7957958,14.82462462
1.026026026,11.66416416,17.7043043,91.79479479,14.82572573
1.031031031,11.66496496,17.69359359,91.79379379,14.82682683
1.036036036,11.66576577,17.68288288,91.79279279,14.82792793
1.041041041,11.66656657,17.67217217,91.79179179,14.82902903
1.046046046,11.66736737,17.66146146,91.79079079,14.83013013
1.051051051,11.66816817,17.65075075,91.78978979,14.83123123
1.056056056,11.66896897,17.64004004,91.78878879,14.83233233
1.061061061,11.66976977,17.62932933,91.78778779,14.83343343
1.066066066,11.67057057,17.61861862,91.78678679,14.83453453
1.071071071,11.67137137,17.60790791,91.78578579,14.83563564
1.076076076,11.67217217,17.5971972,91.78478478,14.83673674
1.081081081,11.67297297,17.58648649,91.78378378,14.83783784
1.086086086,11.67377377,17.57577578,91.78278278,14.83893894
1.091091091,11.67457457,17.56506507,91.78178178,14.84004004
1.096096096,11.67537538,17.55435435,91.78078078,14.84114114
1.101101101,11.67617618,17.54364364,91.77977978,14.84224224
1.106106106,11.67697698,17.53293293,91.77877878,14.84334334
1.111111111,11.67777778,17.52222222,91.77777778,14.84444444
1.116116116,11.67857858,17.51151151,91.77677678,14.84554555
1.121121121,11.67937938,17.5008008,91.77577578,14.84664665
1.126126126,11.68018018,17.49009009,91.77477477,14.84774775
1.131131131,11.68098098,17.47937938,91.77377377,14.84884885
1.136136136,11.68178178,17.46866867,91.77277277,14.84994995
1.141141141,11.68258258,17.45795796,91.77177177,14.85105105
1.146146146,11.68338338,17.44724725,91.77077077,14.85215215
1.151151151,11.68418418,17.43653654,91.76976977,14.85325325
1.156156156,11.68498498,17.42582583,91.76876877,14.85435435
1.161161161,11.68578579,17.41511512,91.76776777,14.85545546
1.166166166,11.68658659,17.4044044,91.76676677,14.85655656
1.171171171,11.68738739,17.39369369,91.76576577,14.85765766
1.176176176,11.68818819,17.38298298,91.76476476,14.85875876
1.181181181,11.68898899,17.37227227,91.76376376,14.85985986
1.186186186,11.68978979,17.36156156,91.76276276,14.86096096
1.191191191,11.69059059,17.35085085,91.76176176,14.86206206
1.196196196,11.69139139,17.34014014,91.76076076,14.86316316
1.201201201,11.69219219,17.32942943,91.75975976,14.86426426
1.206206206,11.69299299,17.31871872,91.75875876,14.86536537
1.211211211,11.69379379,17.30800801,91.75775776,14.86646647
1.216216216,11.69459459,17.2972973,91.75675676,14.86756757
1.221221221,11.6953954,17.28658659,91.75575576,14.86866867
1.226226226,11.6961962,17.27587588,91.75475475,14.86976977
1.231231231,11.696997,17.26516517,91.75375375,14.87087087
1.236236236,11.6977978,17.25445445,91.75275275,14.87197197
1.241241241,11.6985986,17.24374374,91.75175175,14.87307307
1.246246246,11.6993994,17.23303303,91.75075075,14.87417417
1.251251251,11.7002002,17.22232232,91.74974975,14.87527528
1.256256256,11.701001,17.21161161,91.74874875,14.87637638
1.261261261,11.7018018,17.2009009,91.74774775,14.87747748
1.266266266,11.7026026,17.19019019,91.74674675,14.87857858
1.271271271,11.7034034,17.17947948,91.74574575,14.87967968
1.276276276,11.7042042,17.16876877,91.74474474,14.88078078
1.281281281,11.70500501,17.15805806,91.74374374,14.88188188
1.286286286,11.70580581,17.14734735,91.74274274,14.88298298
1.291291291,11.70660661,17.13663664,91.74174174,14.88408408
1.296296296,11.70740741,17.12592593,91.74074074,14.88518519
1.301301301,11.70820821,17.11521522,91.73973974,14.88628629
1.306306306,11.70900901,17.1045045,91.73873874,14.88738739
1.311311311,11.70980981,17.09379379,91.73773774,14.88848849
1.316316316,11.71061061,17.08308308,91.73673674,14.88958959
1.321321321,11.71141141,17.07237237,91.73573574,14.89069069
1.326326326,11.71221221,17.06166166,91.73473473,14.89179179
1.331331331,11.71301301,17.05095095,91.73373373,14.89289289
1.336336336,11.71381381,17.04024024,91.73273273,14.89399399
1.341341341,11.71461461,17.02952953,91.73173173,14.8950951
1.346346346,11.71541542,17.01881882,91.73073073,14.8961962
1.351351351,11.71621622,17.00810811,91.72972973,14.8972973
1.356356356,11.71701702,16.9973974,91.72872873,14.8983984
1.361361361,11.71781782,16.98668669,91.72772773,14.8994995
1.366366366,11.71861862,16.97597598,91.72672673,14.9006006
1.371371371,11.71941942,16.96526527,91.72572573,14.9017017
1.376376376,11.72022022,16.95455455,91.72472472,14.9028028
1.381381381,11.72102102,16.94384384,91.72372372,14.9039039
1.386386386,11.72182182,16.93313313,91.72272272,14.90500501
1.391391391,11.72262262,16.92242242,91.72172172,14.90610611
1.396396396,11.72342342,16.91171171,91.72072072,14.90720721
1.401401401,11.72422422,16.901001,91.71971972,14.90830831
1.406406406,11.72502503,16.89029029,91.71871872,14.90940941
1.411411411,11.72582583,16.87957958,91.71771772,14.91051051
1.416416416,11.72662663,16.86886887,91.71671672,14.91161161
1.421421421,11.72742743,16.85815816,91.71571572,14.91271271
1.426426426,11.72822823,16.84744745,91.71471471,14.91381381
1.431431431,11.72902903,16.83673674,91.71371371,14.91491491
1.436436436,11.72982983,16.82602603,91.71271271,14.91601602
1.441441441,11.73063063,16.81531532,91.71171171,14.91711712
1.446446446,11.73143143,16.8046046,91.71071071,14.91821822
1.451451451,11.73223223,16.79389389,91.70970971,14.91931932
1.456456456,11.73303303,16.78318318,91.70870871,14.92042042
1.461461461,11.73383383,16.77247247,91.70770771,14.92152152
1.466466466,11.73463463,16.76176176,91.70670671,14.92262262
1.471471471,11.73543544,16.75105105,91.70570571,14.92372372
1.476476476,11.73623624,16.74034034,91.7047047,14.92482482
1.481481481,11.73703704,16.72962963,91.7037037,14.92592593
1.486486486,11.73783784,16.71891892,91.7027027,14.92702703
1.491491491,11.73863864,16.70820821,91.7017017,14.92812813
1.496496496,11.73943944,16.6974975,91.7007007,14.92922923
1.501501502,11.74024024,16.68678679,91.6996997,14.93033033
1.506506507,11.74104104,16.67607608,91.6986987,14.93143143
1.511511512,11.74184184,16.66536537,91.6976977,14.93253253
1.516516517,11.74264264,16.65465465,91.6966967,14.93363363
1.521521522,11.74344344,16.64394394,91.6956957,14.93473473
1.526526527,11.74424424,16.63323323,91.69469469,14.93583584
1.531531532,11.74504505,16.62252252,91.69369369,14.93693694
1.536536537,11.74584585,16.61181181,91.69269269,14.93803804
1.541541542,11.74664665,16.6011011,91.69169169,14.93913914
1.546546547,11.74744745,16.59039039,91.69069069,14.94024024
1.551551552,11.74824825,16.57967968,91.68968969,14.94134134
1.556556557,11.74904905,16.56896897,91.68868869,14.94244244
1.561561562,11.74984985,16.55825826,91.68768769,14.94354354
1.566566567,11.75065065,16.54754755,91.68668669,14.94464464
1.571571572,11.75145145,16.53683684,91.68568569,14.94574575
1.576576577,11.75225225,16.52612613,91.68468468,14.94684685
1.581581582,11.75305305,16.51541542,91.68368368,14.94794795
1.586586587,11.75385385,16.5047047,91.68268268,14.94904905
1.591591592,11.75465465,16.49399399,91.68168168,14.95015015
1.596596597,11.75545546,16.48328328,91.68068068,14.95125125
1.601601602,11.75625626,16.47257257,91.67967968,14.95235235
1.606606607,11.75705706,16.46186186,91.67867868,14.95345345
1.611611612,11.75785786,16.45115115,91.67767768,14.95455455
1.616616617,11.75865866,16.44044044,91.67667668,14.95565566
1.621621622,11.75945946,16.42972973,91.67567568,14.95675676
1.626626627,11.76026026,16.41901902,91.67467467,14.95785786
1.631631632,11.76106106,16.40830831,91.67367367,14.95895896
1.636636637,11.76186186,16.3975976,91.67267267,14.96006006
1.641641642,11.76266266,16.38688689,91.67167167,14.96116116
1.646646647,11.76346346,16.37617618,91.67067067,14.96226226
1.651651652,11.76426426,16.36546547,91.66966967,14.96336336
1.656656657,11.76506507,16.35475475,91.66866867,14.96446446
1.661661662,11.76586587,16.34404404,91.66766767,14.96556557
1.666666667,11.76666667,16.33333333,91.66666667,14.96666667
1.671671672,11.76746747,16.32262262,91.66566567,14.96776777
1.676676677,11.76826827,16.31191191,91.66466466,14.96886887
1.681681682,11.76906907,16.3012012,91.66366366,14.96996997
1.686686687,11.76986987,16.29049049,91.66266266,14.97107107
1.691691692,11.77067067,16.27977978,91.66166166,14.97217217
1.696696697,11.77147147,16.26906907,91.66066066,14.97327327
1.701701702,11.77227227,16.25835836,91.65965966,14.97437437
1.706706707,11.77307307,16.24764765,91.65865866,14.97547548
1.711711712,11.77387387,16.23693694,91.65765766,14.97657658
1.716716717,11.77467467,16.22622623,91.65665666,14.97767768
1.721721722,11.77547548,16.21551552,91.65565566,14.97877878
1.726726727,11.77627628,16.2048048,91.65465465,14.97987988
1.731731732,11.77707708,16.19409409,91.65365365,14.98098098
1.736736737,11.77787788,16.18338338,91.65265265,14.98208208
1.741741742,11.77867868,16.17267267,91.65165165,14.98318318
1.746746747,11.77947948,16.16196196,91.65065065,14.98428428
1.751751752,11.78028028,16.15125125,91.64964965,14.98538539
1.756756757,11.78108108,16.14054054,91.64864865,14.98648649
1.761761762,11.78188188,16.12982983,91.64764765,14.98758759
1.766766767,11.78268268,16.11911912,91.64664665,14.98868869
1.771771772,11.78348348,16.10840841,91.64564565,14.98978979
1.776776777,11.78428428,16.0976977,91.64464464,14.99089089
1.781781782,11.78508509,16.08698699,91.64364364,14.99199199
1.786786787,11.78588589,16.07627628,91.64264264,14.99309309
1.791791792,11.78668669,16.06556557,91.64164164,14.99419419
1.796796797,11.78748749,16.05485485,91.64064064,14.9952953
1.801801802,11.78828829,16.04414414,91.63963964,14.9963964
1.806806807,11.78908909,16.03343343,91.63863864,14.9974975
1.811811812,11.78988989,16.02272272,91.63763764,14.9985986
1.816816817,11.79069069,16.01201201,91.63663664,14.9996997
1.821821822,11.79149149,16.0013013,91.63563564,15.0008008
1.826826827,11.79229229,15.99059059,91.63463463,15.0019019
1.831831832,11.79309309,15.97987988,91.63363363,15.003003
1.836836837,11.79389389,15.96916917,91.63263263,15.0041041
1.841841842,11.79469469,15.95845846,91.63163163,15.00520521
1.846846847,11.7954955,15.94774775,91.63063063,15.00630631
1.851851852,11.7962963,15.93703704,91.62962963,15.00740741
1.856856857,11.7970971,15.92632633,91.62862863,15.00850851
1.861861862,11.7978979,15.91561562,91.62762763,15.00960961
1.866866867,11.7986987,15.9049049,91.62662663,15.01071071
1.871871872,11.7994995,15.89419419,91.62562563,15.01181181
1.876876877,11.8003003,15.88348348,91.62462462,15.01291291
1.881881882,11.8011011,15.87277277,91.62362362,15.01401401
1.886886887,11.8019019,15.86206206,91.62262262,15.01511512
1.891891892,11.8027027,15.85135135,91.62162162,15.01621622
1.896896897,11.8035035,15.84064064,91.62062062,15.01731732
1.901901902,11.8043043,15.82992993,91.61961962,15.01841842
1.906906907,11.80510511,15.81921922,91.61861862,15.01951952
1.911911912,11.80590591,15.80850851,91.61761762,15.02062062
1.916916917,11.80670671,15.7977978,91.61661662,15.02172172
1.921921922,11.80750751,15.78708709,91.61561562,15.02282282
1.926926927,11.80830831,15.77637638,91.61461461,15.02392392
1.931931932,11.80910911,15.76566567,91.61361361,15.02502503
1.936936937,11.80990991,15.75495495,91.61261261,15.02612613
1.941941942,11.81071071,15.74424424,91.61161161,15.02722723
1.946946947,11.81151151,15.73353353,91.61061061,15.02832833
1.951951952,11.81231231,15.72282282,91.60960961,15.02942943
1.956956957,11.81311311,15.71211211,91.60860861,15.03053053
1.961961962,11.81391391,15.7014014,91.60760761,15.03163163
1.966966967,11.81471471,15.69069069,91.60660661,15.03273273
1.971971972,11.81551552,15.67997998,91.60560561,15.03383383
1.976976977,11.81631632,15.66926927,91.6046046,15.03493493
1.981981982,11.81711712,15.65855856,91.6036036,15.03603604
1.986986987,11.81791792,15.64784785,91.6026026,15.03713714
1.991991992,11.81871872,15.63713714,91.6016016,15.03823824
1.996996997,11.81951952,15.62642643,91.6006006,15.03933934
2.002002002,11.82032032,15.61571572,91.5995996,15.04044044
2.007007007,11.82112112,15.60500501,91.5985986,15.04154154
2.012012012,11.82192192,15.59429429,91.5975976,15.04264264
2.017017017,11.82272272,15.58358358,91.5965966,15.04374374
2.022022022,11.82352352,15.57287287,91.5955956,15.04484484
2.027027027,11.82432432,15.56216216,91.59459459,15.04594595
2.032032032,11.82512513,15.55145145,91.59359359,15.04704705
2.037037037,11.82592593,15.54074074,91.59259259,15.04814815
2.042042042,11.82672673,15.53003003,91.59159159,15.04924925
2.047047047,11.82752753,15.51931932,91.59059059,15.05035035
2.052052052,11.82832833,15.50860861,91.58958959,15.05145145
2.057057057,11.82912913,15.4978979,91.58858859,15.05255255
2.062062062,11.82992993,15.48718719,91.58758759,15.05365365
2.067067067,11.83073073,15.47647648,91.58658659,15.05475475
2.072072072,11.83153153,15.46576577,91.58558559,15.05585586
2.077077077,11.83233233,15.45505506,91.58458458,15.05695696
2.082082082,11.83313313,15.44434434,91.58358358,15.05805806
2.087087087,11.83393393,15.43363363,91.58258258,15.05915916
2.092092092,11.83473473,15.42292292,91.58158158,15.06026026
2.097097097,11.83553554,15.41221221,91.58058058,15.06136136
2.102102102,11.83633634,15.4015015,91.57957958,15.06246246
2.107107107,11.83713714,15.39079079,91.57857858,15.06356356
2.112112112,11.83793794,15.38008008,91.57757758,15.06466466
2.117117117,11.83873874,15.36936937,91.57657658,15.06576577
2.122122122,11.83953954,15.35865866,91.57557558,15.06686687
2.127127127,11.84034034,15.34794795,91.57457457,15.06796797
2.132132132,11.84114114,15.33723724,91.57357357,15.06906907
2.137137137,11.84194194,15.32652653,91.57257257,15.07017017
2.142142142,11.84274274,15.31581582,91.57157157,15.07127127
2.147147147,11.84354354,15.30510511,91.57057057,15.07237237
2.152152152,11.84434434,15.29439439,91.56956957,15.07347347
2.157157157,11.84514515,15.28368368,91.56856857,15.07457457
2.162162162,11.84594595,15.27297297,91.56756757,15.07567568
2.167167167,11.84674675,15.26226226,91.56656657,15.07677678
2.172172172,11.84754755,15.25155155,91.56556557,15.07787788
2.177177177,11.84834835,15.24084084,91.56456456,15.07897898
2.182182182,11.84914915,15.23013013,91.56356356,15.08008008
2.187187187,11.84994995,15.21941942,91.56256256,15.08118118
2.192192192,11.85075075,15.20870871,91.56156156,15.08228228
2.197197197,11.85155155,15.197998,91.56056056,15.08338338
2.202202202,11.85235235,15.18728729,91.55955956,15.08448448
2.207207207,11.85315315,15.17657658,91.55855856,15.08558559
2.212212212,11.85395395,15.16586587,91.55755756,15.08668669
2.217217217,11.85475475,15.15515516,91.55655656,15.08778779
2.222222222,11.85555556,15.14444444,91.55555556,15.08888889
2.227227227,11.85635636,15.13373373,91.55455455,15.08998999
2.232232232,11.85715716,15.12302302,91.55355355,15.09109109
2.237237237,11.85795796,15.11231231,91.55255255,15.09219219
2.242242242,11.85875876,15.1016016,91.55155155,15.09329329
2.247247247,11.85955956,15.09089089,91.55055055,15.09439439
2.252252252,11.86036036,15.08018018,91.54954955,15.0954955
2.257257257,11.86116116,15.06946947,91.54854855,15.0965966
2.262262262,11.86196196,15.05875876,91.54754755,15.0976977
2.267267267,11.86276276,15.04804805,91.54654655,15.0987988
2.272272272,11.86356356,15.03733734,91.54554555,15.0998999
2.277277277,11.86436436,15.02662663,91.54454454,15.101001
2.282282282,11.86516517,15.01591592,91.54354354,15.1021021
2.287287287,11.86596597,15.00520521,91.54254254,15.1032032
2.292292292,11.86676677,14.99449449,91.54154154,15.1043043
2.297297297,11.86756757,14.98378378,91.54054054,15.10540541
2.302302302,11.86836837,14.97307307,91.53953954,15.10650651
2.307307307,11.86916917,14.96236236,91.53853854,15.10760761
2.312312312,11.86996997,14.95165165,91.53753754,15.10870871
2.317317317,11.87077077,14.94094094,91.53653654,15.10980981
2.322322322,11.87157157,14.93023023,91.53553554,15.11091091
